"lienhub_account_no","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_cert_number","lienhub_face_amount","lienhub_status","live_match_found","live_total_due","live_zip","live_snapshot_date","still_delinquent"
"098000-0000","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3275.04","","False","0",,,"False"
"067125-0000","","LENOX AVE JACKSONVILLE 32205-",,"32205-",,"3277","","False","0",,,"False"
"112332-3335","","5029 CAPE ROMAIN CT JACKSONVILLE 32277-",,"32277-",,"3277.27","","False","0",,,"False"
"099135-0030","","5518 KILCULLEN LN JACKSONVILLE 32244-",,"32244-",,"3283.64","","False","0",,,"False"
"034359-0000","","6528 SUNSET DR JACKSONVILLE 32208-",,"32208-",,"3283.94","","False","0",,,"False"
"106916-0000","","12544 SAPP RD JACKSONVILLE 32226-",,"32226-",,"3289.33","","False","0",,,"False"
"125245-0000","","2261 SPRING PARK RD JACKSONVILLE 32207-",,"32207-",,"3289.42","","False","0",,,"False"
"110640-0030","","11623 DUNN CREEK RD JACKSONVILLE 32218-",,"32218-",,"3292.58","","False","0",,,"False"
"103347-0010","","6342 ORTEGA FARMS BLVD JACKSONVILLE 32244-",,"32244-",,"3297.83","","False","0",,,"False"
"062393-0000","","4553 POST ST JACKSONVILLE 32205-",,"32205-",,"3298.69","","False","0",,,"False"
"043552-0000","","2524 QUAIL AVE JACKSONVILLE 32218-",,"32218-",,"3299.07","","False","0",,,"False"
"142053-0000","","1902 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"3299.37","","False","0",,,"False"
"032421-0000","","961 ARDMORE ST JACKSONVILLE 32208-",,"32208-",,"3299.45","","False","0",,,"False"
"041669-0000","","4333 ROTH DR JACKSONVILLE 32209-",,"32209-",,"3303.68","","False","0",,,"False"
"126353-0000","","3817 E COPPER CIR JACKSONVILLE 32207-",,"32207-",,"3309.6","","False","0",,,"False"
"041374-0000","","4296 S KATANGA DR JACKSONVILLE 32209-",,"32209-",,"3309.98","","False","0",,,"False"
"157191-1530","","11748 COLLINS CREEK DR JACKSONVILLE 32258-",,"32258-",,"3312.1","","False","0",,,"False"
"016612-0000","","3805 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"3313.21","","False","0",,,"False"
"108022-0000","","137 ORANGEDALE AVE JACKSONVILLE 32218-",,"32218-",,"3314.82","","False","0",,,"False"
"012960-0000","","10050 NOROAD JACKSONVILLE 32210-",,"32210-",,"3316.17","","False","0",,,"False"
"029290-0000","","4154 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"3316.37","","False","0",,,"False"
"086505-0000","","324 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"3317.85","","False","0",,,"False"
"072763-0000","","1142 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3319.03","","False","0",,,"False"
"004433-0000","","6835 KEITHAN RD JACKSONVILLE 32220-",,"32220-",,"3319.33","","False","0",,,"False"
"104681-0000","","5839 CEDAR OAKS DR JACKSONVILLE 32210-",,"32210-",,"3323.66","","False","0",,,"False"
"025465-0000","","3210 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"3325.3","","False","0",,,"False"
"098545-0000","","4925 AVENT DR JACKSONVILLE 32244-",,"32244-",,"3327.8","","False","0",,,"False"
"035778-0000","","2519 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"3328.44","","False","0",,,"False"
"001474-0110","","N CHAFFEE RD JACKSONVILLE 32220-",,"32220-",,"3328.9","","False","0",,,"False"
"015714-0025","","6525 SHINDLER DR JACKSONVILLE 32222-",,"32222-",,"3329.17","","False","0",,,"False"
"066014-0000","","1456 DAKAR ST JACKSONVILLE 32205-",,"32205-",,"3335.5","","False","0",,,"False"
"071227-0010","","45 5TH ST JACKSONVILLE 32206-",,"32206-",,"3337.23","","False","0",,,"False"
"147939-0000","","2524 COMMUNITY RD JACKSONVILLE 32207-",,"32207-",,"3340.35","","False","0",,,"False"
"017187-0000","","4639 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"3340.96","","False","0",,,"False"
"015192-0216","","8202 OLD ENGLISH DR JACKSONVILLE 32244-",,"32244-",,"3345.11","","False","0",,,"False"
"151719-0000","","3808 SAN REMO DR JACKSONVILLE 32217-",,"32217-",,"3347.01","","False","0",,,"False"
"162885-0120","","10140 LONE STAR RD JACKSONVILLE 32225-",,"32225-",,"3348.35","","False","0",,,"False"
"050412-0000","","1116 DIVISION ST JACKSONVILLE 32254-",,"32254-",,"3349.16","","False","0",,,"False"
"006972-0000","","8614 POSEY RD JACKSONVILLE 32220-",,"32220-",,"3351.41","","False","0",,,"False"
"012286-0000","","7155 MATTHEW ST JACKSONVILLE 32210-",,"32210-",,"3352.6","","False","0",,,"False"
"044850-0000","","2526 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3352.77","","False","0",,,"False"
"106508-0000","","2550 NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3354.24","","False","0",,,"False"
"167316-1385","","139 NAUGATUCK DR JACKSONVILLE 32225-",,"32225-",,"3354.45","","False","0",,,"False"
"116797-0000","","2829 OAKCOVE LN JACKSONVILLE 32277-",,"32277-",,"3355.22","","False","0",,,"False"
"108927-1706","","4560 OAKBROOKE CT JACKSONVILLE 32277-",,"32277-",,"3355.33","","False","0",,,"False"
"041628-0000","","5030 JIES CT JACKSONVILLE 32209-",,"32209-",,"3355.35","","False","0",,,"False"
"098262-0000","","6645 ALINE RD JACKSONVILLE 32244-",,"32244-",,"3355.87","","False","0",,,"False"
"100705-3240","","8550 ARGYLE BUSINESS LOOP 1507 JACKSONVILLE 32244-",,"32244-",,"3357.74","","False","0",,,"False"
"038496-0000","","9239 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"3358.55","","False","0",,,"False"
"019595-0170","","PARETE RD JACKSONVILLE 32218-",,"32218-",,"3360.19","","False","0",,,"False"
"115858-0000","","1734 E 8TH ST JACKSONVILLE 32206-",,"32206-",,"3362.87","","False","0",,,"False"
"012992-0055","","5345 BRIGHTON PARK LN JACKSONVILLE 32210-",,"32210-",,"3363.41","","False","0",,,"False"
"069971-0000","","1740 DAVIDSON ST JACKSONVILLE 32207-",,"32207-",,"3366.38","","False","0",,,"False"
"046412-0000","","1349 W 14TH ST JACKSONVILLE 32209-",,"32209-",,"3367.64","","False","0",,,"False"
"138939-0000","","536 SAPELO RD JACKSONVILLE 32216-",,"32216-",,"3368.12","","False","0",,,"False"
"096304-0000","","7531 PROXIMA RD JACKSONVILLE 32210-",,"32210-",,"3368.14","","False","0",,,"False"
"146760-0000","","2422 W UNIVERSITY BLVD JACKSONVILLE 32217-",,"32217-",,"3372.09","","False","0",,,"False"
"059141-0060","","670 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3372.51","","False","0",,,"False"
"057720-0000","","2679 W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"3372.89","","False","0",,,"False"
"025985-0000","","2147 BURGOYNE DR JACKSONVILLE 32208-",,"32208-",,"3375.36","","False","0",,,"False"
"138842-0000","","538 SPRING FOREST AVE JACKSONVILLE 32216-",,"32216-",,"3378.63","","False","0",,,"False"
"000531-0190","","659 S US 301 HWY BALDWIN 32234-",,"32234-",,"3382.19","","False","0",,,"False"
"041001-0000","","7302 IRVING SCOTT DR JACKSONVILLE 32209-",,"32209-",,"3382.35","","False","0",,,"False"
"012962-0000","","10185 NOROAD JACKSONVILLE 32210-",,"32210-",,"3382.66","","False","0",,,"False"
"167457-2030","","4434 TIMBER BLUFF CT JACKSONVILLE 32224-",,"32224-",,"3383.09","","False","0",,,"False"
"117875-0000","","1826 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3383.21","","False","0",,,"False"
"097567-0000","","5900 LA MOYA AVE JACKSONVILLE 32210-",,"32210-",,"3383.8","","False","0",,,"False"
"096751-0000","","7006 S TAMPICO RD JACKSONVILLE 32244-",,"32244-",,"3387.6","","False","0",,,"False"
"011649-0000","","1515 N OLD MIDDLEBURG RD JACKSONVILLE 32210-",,"32210-",,"3388.91","","False","0",,,"False"
"011733-0000","","5868 LENOX AVE JACKSONVILLE 32205-",,"32205-",,"3389.61","","False","0",,,"False"
"068725-0000","","1815 NIBLICK DR JACKSONVILLE 32210-",,"32210-",,"3391.53","","False","0",,,"False"
"032196-0000","","1642 LAUDER AVE JACKSONVILLE 32208-",,"32208-",,"3392.55","","False","0",,,"False"
"103234-0060","","5904 ORTEGA FARMS BLVD JACKSONVILLE 32244-",,"32244-",,"3397.07","","False","0",,,"False"
"049080-0000","","3510 BOUGAINVILLEA ST JACKSONVILLE 32254-",,"32254-",,"3397.14","","False","0",,,"False"
"047393-0010","","2264 W 28TH ST JACKSONVILLE 32209-",,"32209-",,"3400.18","","False","0",,,"False"
"164350-0000","","3132 ANNISTON RD JACKSONVILLE 32246-",,"32246-",,"3401.21","","False","0",,,"False"
"116637-0000","","2604 BLUEBERRY LN JACKSONVILLE 32211-",,"32211-",,"3403.7","","False","0",,,"False"
"111368-1130","","7274 TOWNSEND VILLAGE LN JACKSONVILLE 32277-",,"32277-",,"3403.91","","False","0",,,"False"
"130603-0000","","1932 E ADAMS ST JACKSONVILLE 32202-",,"32202-",,"3404.03","","False","0",,,"False"
"146757-0000","","6146 SUWANEE RD JACKSONVILLE 32217-",,"32217-",,"3404.38","","False","0",,,"False"
"020429-0000","","10729 LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"3404.5","","False","0",,,"False"
"135665-0000","","5515 SHARON TER JACKSONVILLE 32207-",,"32207-",,"3417.87","","False","0",,,"False"
"072638-0000","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3418.44","","False","0",,,"False"
"022738-0070","","1299 W 45TH ST JACKSONVILLE 32208-",,"32208-",,"3419.16","","False","0",,,"False"
"007349-0000","","7631 N CREST DR JACKSONVILLE 32221-",,"32221-",,"3421.99","","False","0",,,"False"
"015192-0604","","8080 S TRIUMPH LN JACKSONVILLE 32244-",,"32244-",,"3425.98","","False","0",,,"False"
"022397-0000","","702 MOORE AVE JACKSONVILLE 32208-",,"32208-",,"3427.27","","False","0",,,"False"
"098000-0000","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3430.75","","False","0",,,"False"
"039408-0124","","9626 W SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"3431.02","","False","0",,,"False"
"118908-0000","","2619 RENTZ RD JACKSONVILLE 32211-",,"32211-",,"3431.15","","False","0",,,"False"
"020170-1985","","3718 N LYDIA ESTATES DR JACKSONVILLE 32218-",,"32218-",,"3431.23","","False","0",,,"False"
"108755-0000","","E NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3431.8","","False","0",,,"False"
"092383-0000","","1168 DANCY ST JACKSONVILLE 32205-",,"32205-",,"3436.5","","False","0",,,"False"
"117887-0000","","1943 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3438.01","","False","0",,,"False"
"008806-0318","","8457 RUCKMAN AVE JACKSONVILLE 32221-",,"32221-",,"3443.32","","False","0",,,"False"
"066085-0000","","1471 MURRAY DR JACKSONVILLE 32205-",,"32205-",,"3447.5","","False","0",,,"False"
"172075-0000","","1850 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3450.54","","False","0",,,"False"
"118134-0000","","2325 LIGUSTRUM RD JACKSONVILLE 32211-",,"32211-",,"3450.55","","False","0",,,"False"
"117697-0000","","6024 S TERRY PARKER DR JACKSONVILLE 32211-",,"32211-",,"3452.54","","False","0",,,"False"
"004860-0000","","2053 BULLS BAY HWY JACKSONVILLE 32220-",,"32220-",,"3457.23","","False","0",,,"False"
"062877-0000","","4719 COLLEGE ST JACKSONVILLE 32205-",,"32205-",,"3457.23","","False","0",,,"False"
"025080-0000","","2211 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"3457.48","","False","0",,,"False"
"072638-0000","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3457.89","","False","0",,,"False"
"071779-0000","","1835 SILVER ST JACKSONVILLE 32206-",,"32206-",,"3461.59","","False","0",,,"False"
"020343-1375","","3464 NATALIE MEL LN JACKSONVILLE 32218-",,"32218-",,"3461.6","","False","0",,,"False"
"039978-0000","","9420 WAGNER RD JACKSONVILLE 32219-",,"32219-",,"3462.78","","False","0",,,"False"
"051272-0000","","1906 KINGS RD JACKSONVILLE 32209-",,"32209-",,"3464.26","","False","0",,,"False"
"161230-5110","","1831 OAK WATER DR JACKSONVILLE 32225-",,"32225-",,"3464.35","","False","0",,,"False"
"017647-0000","","4617 MORLEY LN JACKSONVILLE 32210-",,"32210-",,"3464.88","","False","0",,,"False"
"012405-0010","","2510 FIRESTONE RD JACKSONVILLE 32210-",,"32210-",,"3467.07","","False","0",,,"False"
"097218-0000","","7864 VOLVO ST JACKSONVILLE 32244-",,"32244-",,"3468.74","","False","0",,,"False"
"044281-0668","","11537 W MONTEGO BAY DR JACKSONVILLE 32218-",,"32218-",,"3468.83","","False","0",,,"False"
"162126-0110","","1445 GATELY RD JACKSONVILLE 32225-",,"32225-",,"3469.44","","False","0",,,"False"
"034106-0000","","6933 OAKWOOD ST JACKSONVILLE 32208-",,"32208-",,"3469.56","","False","0",,,"False"
"014603-4560","","6325 W CRANBERRY LN JACKSONVILLE 32244-",,"32244-",,"3479.91","","True","7070.77","32226","2025-12-10","True"
"149077-1074","","4107 PINEY BRANCH CT JACKSONVILLE 32257-",,"32257-",,"3481.4","","False","0",,,"False"
"111493-7066","","7352 COLONY COVE LN JACKSONVILLE 32277-",,"32277-",,"3481.99","","False","0",,,"False"
"057712-0000","","2745 W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"3485.59","","False","0",,,"False"
"097052-0000","","7879 LANCIA ST JACKSONVILLE 32244-",,"32244-",,"3486.7","","False","0",,,"False"
"006946-0000","","9466 IRVINE ST JACKSONVILLE 32220-",,"32220-",,"3488.04","","False","0",,,"False"
"016175-0095","","7228 PAUL HOWARD DR JACKSONVILLE 32222-",,"32222-",,"3488.71","","False","0",,,"False"
"155534-0000","","10367 E MCLAURIN RD JACKSONVILLE 32256-",,"32256-",,"3491.44","","False","0",,,"False"
"166042-0010","","12157 VERSAILLES ST JACKSONVILLE 32224-",,"32224-",,"3494.26","","False","0",,,"False"
"029430-1120","","3915 N VICTORIA LANDING DR JACKSONVILLE 32208-",,"32208-",,"3496.03","","False","0",,,"False"
"119030-0000","","2506 E MAYAPPLE RD JACKSONVILLE 32211-",,"32211-",,"3499.86","","False","0",,,"False"
"055208-0000","","2056 REDWING ST JACKSONVILLE 32206-",,"32206-",,"3501.85","","False","0",,,"False"
"087407-0000","","446 W 22ND ST JACKSONVILLE 32206-",,"32206-",,"3505.64","","False","0",,,"False"
"030111-0000","","4207 RIBAULT RIVER LN JACKSONVILLE 32208-",,"32208-",,"3509.75","","False","0",,,"False"
"019622-0130","","11614 CHAPPARELL RD JACKSONVILLE 32218-",,"32218-",,"3511.52","","True","7092.11","32223","2025-12-10","True"
"012992-0150","","5283 BRIGHTON PARK LN JACKSONVILLE 32210-",,"32210-",,"3511.55","","False","0",,,"False"
"165289-5008","","2534 SEYMOUR ST JACKSONVILLE 32246-",,"32246-",,"3515.5","","False","0",,,"False"
"162157-0010","","13163 SANDY DR JACKSONVILLE 32225-",,"32225-",,"3516.03","","False","0",,,"False"
"148657-1115","","8925 EASTON RIVER DR JACKSONVILLE 32257-",,"32257-",,"3516.27","","False","0",,,"False"
"120872-0000","","1405 TRACY RD JACKSONVILLE 32211-",,"32211-",,"3522.8","","False","0",,,"False"
"064837-0100","","744 WEST ST JACKSONVILLE 32204-",,"32204-",,"3523.27","","False","0",,,"False"
"016476-0000","","7615 ARGYLE FOREST BLVD JACKSONVILLE 32244-",,"32244-",,"3523.7","","False","0",,,"False"
"019701-4165","","1886 BISCAYNE BAY CIR JACKSONVILLE 32218-",,"32218-",,"3524.46","","False","0",,,"False"
"022571-0000","","619 IVA PL JACKSONVILLE 32208-",,"32208-",,"3525.45","","False","0",,,"False"
"088056-0000","","4006 PEARL ST JACKSONVILLE 32206-",,"32206-",,"3533.33","","False","0",,,"False"
"020028-0665","","5176 JOHNSON CREEK DR JACKSONVILLE 32218-",,"32218-",,"3533.76","","False","0",,,"False"
"128607-0000","","2016 UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"3535.99","","False","0",,,"False"
"065097-0000","","812 ACOSTA ST JACKSONVILLE 32204-",,"32204-",,"3538.19","","False","0",,,"False"
"137683-0000","","6541 S LOU DR JACKSONVILLE 32216-",,"32216-",,"3538.22","","False","0",,,"False"
"110606-0155","","857 PINE MOSS RD JACKSONVILLE 32218-",,"32218-",,"3539.81","","False","0",,,"False"
"165365-0000","","2551 LEON RD JACKSONVILLE 32246-",,"32246-",,"3540.7","","False","0",,,"False"
"087465-0000","","3308 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"3540.82","","False","0",,,"False"
"137211-0000","","5440 S LORI DR JACKSONVILLE 32207-",,"32207-",,"3542.68","","False","0",,,"False"
"044180-0565","","11011 TRACI LYNN DR JACKSONVILLE 32218-",,"32218-",,"3544.4","","False","0",,,"False"
"002055-0000","","11353 OLD GAINESVILLE RD JACKSONVILLE 32221-",,"32221-",,"3544.95","","False","0",,,"False"
"016063-0060","","8589 HILMA RD JACKSONVILLE 32244-",,"32244-",,"3546.31","","False","0",,,"False"
"098976-0000","","6077 LONGCHAMP DR JACKSONVILLE 32244-",,"32244-",,"3547.68","","False","0",,,"False"
"056141-0000","","2426 W BEAVER ST JACKSONVILLE 32209-",,"32209-",,"3550.11","","False","0",,,"False"
"172075-0100","","1820 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3551.84","","False","0",,,"False"
"001265-0000","","8989 MONETTE RD JACKSONVILLE 32234-",,"32234-",,"3552","","False","0",,,"False"
"012839-0030","","2700 STRATTON RD JACKSONVILLE 32221-",,"32221-",,"3554.53","","False","0",,,"False"
"108751-0000","","10205 NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3554.87","","False","0",,,"False"
"075201-0000","","925 W BEAVER ST JACKSONVILLE 32204-",,"32204-",,"3558.91","","False","0",,,"False"
"013612-0000","","8322 APRIL ST JACKSONVILLE 32244-",,"32244-",,"3562.17","","False","0",,,"False"
"168275-0000","","9378 HECKSCHER DR JACKSONVILLE 32226-",,"32226-",,"3563.06","","False","0",,,"False"
"061815-0000","","902 S EDGEWOOD AVE JACKSONVILLE 32205-",,"32205-",,"3567.03","","False","0",,,"False"
"024255-0000","","7603 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"3567.14","","False","0",,,"False"
"142457-0000","","6672 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3569.54","","False","0",,,"False"
"108319-0000","","412 KIRK RD JACKSONVILLE 32218-",,"32218-",,"3572.18","","False","0",,,"False"
"154899-0000","","3147 GREENFIELD BLVD JACKSONVILLE 32216-",,"32216-",,"3572.72","","False","0",,,"False"
"093325-0000","","4508 LAKESIDE DR JACKSONVILLE 32210-",,"32210-",,"3574.74","","False","0",,,"False"
"166471-0000","","2855 E TULIP CIR JACKSONVILLE 32246-",,"32246-",,"3575.49","","False","0",,,"False"
"164038-0000","","2133 CORTEZ RD JACKSONVILLE 32246-",,"32246-",,"3576.19","","False","0",,,"False"
"013145-0020","","4482 WAGENHALS LN JACKSONVILLE 32210-",,"32210-",,"3576.29","","False","0",,,"False"
"041649-0010","","7380 NEW KINGS RD JACKSONVILLE 32219-",,"32219-",,"3576.55","","False","0",,,"False"
"139722-0000","","6937 WAIKIKI RD JACKSONVILLE 32216-",,"32216-",,"3580.91","","False","0",,,"False"
"159134-0510","","12443 SAN JOSE BLVD 203 JACKSONVILLE 32223-",,"32223-",,"3581","","False","0",,,"False"
"107029-0000","","12430 ERIC AVE JACKSONVILLE 32218-",,"32218-",,"3583.83","","False","0",,,"False"
"167512-0000","","4455 LOYS DR JACKSONVILLE 32246-",,"32246-",,"3586.97","","False","0",,,"False"
"078560-0000","","3537 HEDRICK ST JACKSONVILLE 32205-",,"32205-",,"3588.23","","False","0",,,"False"
"026994-0000","","1546 PALMDALE ST JACKSONVILLE 32208-",,"32208-",,"3588.3","","False","0",,,"False"
"154252-0000","","3022 BELFORT RD JACKSONVILLE 32216-",,"32216-",,"3588.54","","False","0",,,"False"
"063064-0000","","2852 ERNEST ST JACKSONVILLE 32205-",,"32205-",,"3588.71","","False","0",,,"False"
"014603-1318","","6025 W GULF RD JACKSONVILLE 32244-",,"32244-",,"3588.78","","True","7287.38","32226","2025-12-10","True"
"148521-0107","","7786 LAS PALMAS WAY 107 JACKSONVILLE 32256-",,"32256-",,"3589.06","","False","0",,,"False"
"104681-0000","","5839 CEDAR OAKS DR JACKSONVILLE 32210-",,"32210-",,"3592.58","","False","0",,,"False"
"065480-0000","","4336 BETHWOOD CIR JACKSONVILLE 32205-",,"32205-",,"3594.04","","False","0",,,"False"
"037432-0000","","8671 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"3594.95","","False","0",,,"False"
"099135-6115","","5687 S ENGLISH OAK DR JACKSONVILLE 32244-",,"32244-",,"3596.41","","False","0",,,"False"
"019767-0000","","2978 ARMSTRONG ST JACKSONVILLE 32218-",,"32218-",,"3599.65","","False","0",,,"False"
"070842-0000","","245 W 3RD ST JACKSONVILLE 32206-",,"32206-",,"3605.87","","False","0",,,"False"
"022756-0000","","1390 CARVILL AVE JACKSONVILLE 32208-",,"32208-",,"3611.91","","False","0",,,"False"
"011976-0000","","7126 S HANSON DR JACKSONVILLE 32210-",,"32210-",,"3613.73","","False","0",,,"False"
"154379-0190","","3566 W BATEAU RD JACKSONVILLE 32216-",,"32216-",,"3614.47","","False","0",,,"False"
"062685-0000","","4759 POLARIS ST JACKSONVILLE 32205-",,"32205-",,"3617.6","","False","0",,,"False"
"062000-0000","","511 TALBOT AVE JACKSONVILLE 32205-",,"32205-",,"3617.82","","False","0",,,"False"
"006130-0000","","PASCHAL ST JACKSONVILLE 32220-",,"32220-",,"3622.69","","False","0",,,"False"
"172236-0010","","1844 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3623.1","","False","0",,,"False"
"063396-0000","","3158 RAYFORD ST JACKSONVILLE 32205-",,"32205-",,"3629.69","","False","0",,,"False"
"044112-0020","","1216 BACALL RD JACKSONVILLE 32218-",,"32218-",,"3636.87","","False","0",,,"False"
"167745-2864","","7801 POINT MEADOWS DR 8403 JACKSONVILLE 32256-",,"32256-",,"3637.04","","False","0",,,"False"
"014507-5010","","7141 YOWDY STAR LN JACKSONVILLE 32244-",,"32244-",,"3638.26","","False","0",,,"False"
"145183-0348","","2617 W GRAMPIAN DR JACKSONVILLE 32216-",,"32216-",,"3640.81","","False","0",,,"False"
"006345-0000","","321 MAPLE AVE JACKSONVILLE 32220-",,"32220-",,"3640.82","","False","0",,,"False"
"027385-0000","","18 W 43RD ST JACKSONVILLE 32208-",,"32208-",,"3642.27","","False","0",,,"False"
"059079-0000","","687 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3643.35","","False","0",,,"False"
"141241-0000","","5949 MACY AVE JACKSONVILLE 32211-",,"32211-",,"3643.4","","False","0",,,"False"
"047334-0010","","2116 KINGS RD JACKSONVILLE 32209-",,"32209-",,"3646.17","","False","0",,,"False"
"053522-0000","","1434 W 9TH ST JACKSONVILLE 32209-",,"32209-",,"3647.31","","False","0",,,"False"
"136019-0000","","2088 RYAR RD JACKSONVILLE 32216-",,"32216-",,"3650.83","","False","0",,,"False"
"134262-0000","","1834 W BARTRAM CIR JACKSONVILLE 32207-",,"32207-",,"3651.05","","False","0",,,"False"
"164302-0000","","2472 ANNISTON RD JACKSONVILLE 32246-",,"32246-",,"3652.44","","False","0",,,"False"
"145183-0390","","2690 E SANDUSKY AVE JACKSONVILLE 32216-",,"32216-",,"3653.54","","False","0",,,"False"
"003323-7540","","5430 WANDERING TRL JACKSONVILLE 32219-",,"32219-",,"3661.18","","False","0",,,"False"
"109109-0115","","10418 NEW BERLIN RD 122 JACKSONVILLE 32226-",,"32226-",,"3666.63","","False","0",,,"False"
"137462-0000","","2314 HIRSCH AVE JACKSONVILLE 32216-",,"32216-",,"3671.22","","False","0",,,"False"
"099091-0000","","7957 BLANDING BLVD JACKSONVILLE 32244-",,"32244-",,"3674.09","","False","0",,,"False"
"021805-0000","","7910 DEKLE AVE JACKSONVILLE 32219-",,"32219-",,"3674.55","","False","0",,,"False"
"044281-0622","","1248 S SQUIRREL LN JACKSONVILLE 32218-",,"32218-",,"3676.3","","False","0",,,"False"
"119646-0000","","7403 BAMBERG RD JACKSONVILLE 32277-",,"32277-",,"3677.67","","False","0",,,"False"
"167131-1955","","4115 KELLY LEE DR JACKSONVILLE 32224-",,"32224-",,"3678.24","","False","0",,,"False"
"072638-0000","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3679.52","","False","0",,,"False"
"065030-0000","","2547 DELLWOOD AVE JACKSONVILLE 32204-",,"32204-",,"3679.59","","False","0",,,"False"
"025189-0000","","3052 DONNA DR JACKSONVILLE 32208-",,"32208-",,"3680.44","","False","0",,,"False"
"109609-0260","","11591 HICKORY OAK DR JACKSONVILLE 32218-",,"32218-",,"3680.78","","False","0",,,"False"
"058614-0010","","243 S EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3681.49","","False","0",,,"False"
"097351-0000","","5807 JAGUAR DR JACKSONVILLE 32244-",,"32244-",,"3683.76","","False","0",,,"False"
"152561-1150","","4700 W SAN JOSE MANOR DR JACKSONVILLE 32217-",,"32217-",,"3684.29","","False","0",,,"False"
"044281-0594","","1262 N TURTLE CREEK DR JACKSONVILLE 32218-",,"32218-",,"3687","","False","0",,,"False"
"042214-0000","","2570 BROWARD RD JACKSONVILLE 32218-",,"32218-",,"3687.71","","False","0",,,"False"
"135356-0000","","2022 TAUNTON RD JACKSONVILLE 32207-",,"32207-",,"3688.85","","False","0",,,"False"
"128197-1246","","5442 N MARSH CREEK DR JACKSONVILLE 32277-",,"32277-",,"3694.74","","False","0",,,"False"
"150440-0000","","6842 ST AUGUSTINE RD JACKSONVILLE 32217-",,"32217-",,"3696.8","","False","0",,,"False"
"093294-0000","","3756 HUNTER ST JACKSONVILLE 32205-",,"32205-",,"3699.34","","False","0",,,"False"
"068897-0000","","4823 SHELBY AVE JACKSONVILLE 32210-",,"32210-",,"3702.89","","False","0",,,"False"
"015910-9065","","7126 TIMMERMAN LN JACKSONVILLE 32244-",,"32244-",,"3702.96","","False","0",,,"False"
"004308-0120","","11163 BRIDGES RD JACKSONVILLE 32218-",,"32218-",,"3705.24","","False","0",,,"False"
"088064-0000","","546 BIRCH ST JACKSONVILLE 32206-",,"32206-",,"3705.34","","False","0",,,"False"
"135735-0000","","5540 HICKSON RD JACKSONVILLE 32207-",,"32207-",,"3714.98","","False","0",,,"False"
"074761-0000","","818 W ADAMS ST JACKSONVILLE 32204-",,"32204-",,"3715.44","","False","0",,,"False"
"163946-0000","","2700 CORTEZ RD JACKSONVILLE 32246-",,"32246-",,"3715.7","","False","0",,,"False"
"145781-0000","","2204 REDFERN RD JACKSONVILLE 32207-",,"32207-",,"3715.93","","False","0",,,"False"
"167067-1384","","3583 NIGHTSCAPE CIR JACKSONVILLE 32224-",,"32224-",,"3717.15","","False","0",,,"False"
"009709-0000","","7803 LE MANS DR JACKSONVILLE 32210-",,"32210-",,"3722.2","","False","0",,,"False"
"104681-0000","","5839 CEDAR OAKS DR JACKSONVILLE 32210-",,"32210-",,"3724.88","","False","0",,,"False"
"149017-6040","","4030 AUGUSTINE GREEN CT JACKSONVILLE 32257-",,"32257-",,"3726.06","","False","0",,,"False"
