"account_no","adv_no","lienhub_owner","situs_address","situs_city","situs_zip","cert_number","face_amount","live_match_found","live_total_due","bill_years","still_delinquent"
"167747-1146","25553","","7990 E BAYMEADOWS RD 1012 JACKSONVILLE 32256-",,"32256-",,"3079.88","False","0",,"False"
"036053-0000","7265","","9156 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"3082.92","False","0",,"False"
"098000-0000","27191","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3083.07","False","0",,"False"
"042016-0000","8543","","5328 S DOSTIE DR JACKSONVILLE 32209-",,"32209-",,"3083.34","False","0",,"False"
"136598-0020","20711","","5103 THORDEN RD JACKSONVILLE 32207-",,"32207-",,"3085.27","False","0",,"False"
"113313-1026","18157","","3517 PEELER RD 13 JACKSONVILLE 32277-",,"32277-",,"3086.17","False","0",,"False"
"048866-0000","9959","","2354 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3089.43","False","0",,"False"
"064886-0000","12412","","729 WEST ST JACKSONVILLE 32204-",,"32204-",,"3089.84","False","0",,"False"
"167444-9245","25234","","2479 EGRETS GLADE DR JACKSONVILLE 32224-",,"32224-",,"3095.9","False","0",,"False"
"108325-0000","17492","","122 KIRK RD JACKSONVILLE 32218-",,"32218-",,"3097.97","False","0",,"False"
"149020-0000","22081","","4678 SUNBEAM RD JACKSONVILLE 32257-",,"32257-",,"3099.24","False","0",,"False"
"041915-0986","8501","","5652 FINCH AVE JACKSONVILLE 32219-",,"32219-",,"3102.81","False","0",,"False"
"050638-0000","10278","","1056 ALMEDA ST JACKSONVILLE 32209-",,"32209-",,"3103.64","False","0",,"False"
"110724-0000","17829","","1842 FAYE RD JACKSONVILLE 32218-",,"32218-",,"3104.15","False","0",,"False"
"083870-0010","14205","","3103 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3110.36","False","0",,"False"
"178069-0000","26641","","315 N 15TH ST JACKSONVILLE BEACH 32250-",,"32250-",,"3114.04","False","0",,"False"
"123768-0000","19294","","2815 SOUTHSIDE BLVD JACKSONVILLE 32216-",,"32216-",,"3116.4","False","0",,"False"
"120872-0000","18987","","1405 TRACY RD JACKSONVILLE 32211-",,"32211-",,"3116.46","False","0",,"False"
"135353-0000","20581","","2040 TAUNTON RD JACKSONVILLE 32207-",,"32207-",,"3120.39","False","0",,"False"
"023335-0000","4978","","8100 W CONCORD BLVD JACKSONVILLE 32208-",,"32208-",,"3121.28","False","0",,"False"
"072879-0000","13182","","330 E 1ST ST JACKSONVILLE 32206-",,"32206-",,"3124.29","False","0",,"False"
"167453-5052","25261","","13700 N RICHMOND PARK DR 306 JACKSONVILLE 32224-",,"32224-",,"3124.84","False","0",,"False"
"069918-0000","12820","","1542 PARKWOOD ST JACKSONVILLE 32207-",,"32207-",,"3125.8","False","0",,"False"
"060693-0000","12092","","4808 HIGHWAY AVE JACKSONVILLE 32254-",,"32254-",,"3126.12","False","0",,"False"
"128141-0000","19738","","4147 SKYCREST DR JACKSONVILLE 32246-",,"32246-",,"3126.18","False","0",,"False"
"067482-0000","12593","","5309 HOLLYCREST DR JACKSONVILLE 32205-",,"32205-",,"3129.42","False","0",,"False"
"128914-0000","19790","","637 FERNWORTH DR JACKSONVILLE 32211-",,"32211-",,"3129.62","False","0",,"False"
"043495-0000","8715","","2304 LEONID RD JACKSONVILLE 32218-",,"32218-",,"3130.51","False","0",,"False"
"031774-0000","6619","","837 FERNWAY ST JACKSONVILLE 32208-",,"32208-",,"3134.41","False","0",,"False"
"154899-0000","22845","","3147 GREENFIELD BLVD JACKSONVILLE 32216-",,"32216-",,"3137.33","False","0",,"False"
"162885-0135","24329","","10150 LONE STAR RD JACKSONVILLE 32225-",,"32225-",,"3138.35","False","0",,"False"
"135366-0070","20583","","2054 WILSON AVE JACKSONVILLE 32207-",,"32207-",,"3142.1","False","0",,"False"
"016920-0000","3787","","6856 SNOW WHITE DR JACKSONVILLE 32210-",,"32210-",,"3143.19","False","0",,"False"
"071865-0000","13052","","1827 MARKET ST JACKSONVILLE 32206-",,"32206-",,"3148.53","False","0",,"False"
"026019-0000","5375","","6376 BARRY DR JACKSONVILLE 32208-",,"32208-",,"3148.59","False","0",,"False"
"125700-0000","19453","","2822 STANWOOD AVE JACKSONVILLE 32207-",,"32207-",,"3150.85","False","0",,"False"
"165287-9918","24747","","11731 SAINTS RD 1 JACKSONVILLE 32246-",,"32246-",,"3153.69","False","0",,"False"
"044382-0000","8901","","107 W 18TH ST JACKSONVILLE 32206-",,"32206-",,"3156.75","False","0",,"False"
"061520-0010","12163","","1132 EDGEWOOD AVE JACKSONVILLE 32205-",,"32205-",,"3158.17","False","0",,"False"
"035490-0000","7137","","365 DURAY CT JACKSONVILLE 32208-",,"32208-",,"3159.14","False","0",,"False"
"147707-0000","21644","","5536 BISHOP LN JACKSONVILLE 32207-",,"32207-",,"3159.54","False","0",,"False"
"033778-0000","6906","","503 E 63RD ST JACKSONVILLE 32208-",,"32208-",,"3159.83","False","0",,"False"
"051351-0000","10446","","1650 ACADEMY ST JACKSONVILLE 32209-",,"32209-",,"3161.83","False","0",,"False"
"013583-0420","2863","","8652 APRIL ST JACKSONVILLE 32244-",,"32244-",,"3163.11","False","0",,"False"
"080174-0000","13864","","2032 REED AVE JACKSONVILLE 32207-",,"32207-",,"3164.82","False","0",,"False"
"119041-0000","18838","","7627 ELVIA DR JACKSONVILLE 32211-",,"32211-",,"3165.34","False","0",,"False"
"044281-6870","8883","","850 TAMMY COVE LN JACKSONVILLE 32218-",,"32218-",,"3167.1","False","0",,"False"
"005601-0000","1453","","210 CAHOON RD JACKSONVILLE 32220-",,"32220-",,"3168.2","False","0",,"False"
"033983-0000","6943","","7523 N MAIN ST JACKSONVILLE 32208-",,"32208-",,"3168.6","False","0",,"False"
"113014-6355","18106","","3585 CAROLINE VALE BLVD JACKSONVILLE 32277-",,"32277-",,"3169.54","False","0",,"False"
"116865-0000","18703","","6621 SHADY OAK DR JACKSONVILLE 32277-",,"32277-",,"3170.19","False","0",,"False"
"039516-0000","7879","","4713 HATTERAS RD JACKSONVILLE 32208-",,"32208-",,"3172.44","False","0",,"False"
"068003-0000","12644","","5118 PARK ST JACKSONVILLE 32205-",,"32205-",,"3172.49","False","0",,"False"
"111493-1790","17981","","7266 VELVET OAKS CT JACKSONVILLE 32277-",,"32277-",,"3172.61","False","0",,"False"
"021293-0010","4536","","5620 REDPOLL AVE JACKSONVILLE 32219-",,"32219-",,"3175","False","0",,"False"
"032193-0050","6685","","1630 LAUDER AVE JACKSONVILLE 32208-",,"32208-",,"3177.91","False","0",,"False"
"108319-0010","17488","","410 KIRK RD JACKSONVILLE 32218-",,"32218-",,"3181.36","False","0",,"False"
"065030-0000","12416","","2547 DELLWOOD AVE JACKSONVILLE 32204-",,"32204-",,"3181.41","False","0",,"False"
"009007-0050","2041","","2005 BLAIR RD JACKSONVILLE 32221-",,"32221-",,"3183.84","False","0",,"False"
"013179-0000","2698","","4531 LAMBING RD JACKSONVILLE 32210-",,"32210-",,"3185.54","False","0",,"False"
"124771-0000","19388","","4125 W RUBY DR JACKSONVILLE 32246-",,"32246-",,"3186.78","False","0",,"False"
"092584-0000","15685","","1695 CANTERBURY ST JACKSONVILLE 32205-",,"32205-",,"3188.05","False","0",,"False"
"019586-1865","4023","","1449 CARPATHIAN DR JACKSONVILLE 32218-",,"32218-",,"3188.16","False","0",,"False"
"028510-0000","5901","","2318 N LANTANA AVE JACKSONVILLE 32209-",,"32209-",,"3189.64","False","0",,"False"
"128915-0000","19791","","707 FERNWORTH DR JACKSONVILLE 32211-",,"32211-",,"3189.74","False","0",,"False"
"018001-0000","3857","","2430 HUGH EDWARDS DR JACKSONVILLE 32210-",,"32210-",,"3190.25","False","0",,"False"
"145183-5064","21382","","781 LIBRA ST JACKSONVILLE 32216-",,"32216-",,"3191.44","False","0",,"False"
"027714-0000","5706","","4022 W GILLISLEE DR JACKSONVILLE 32209-",,"32209-",,"3192.63","False","0",,"False"
"073093-0000","13203","","115 W 10TH ST JACKSONVILLE 32206-",,"32206-",,"3194.11","False","0",,"False"
"120730-0000","18966","","9371 HOLLAND ST JACKSONVILLE 32211-",,"32211-",,"3194.6","False","0",,"False"
"154492-0010","22798","","7550 BOWDEN RD JACKSONVILLE 32216-",,"32216-",,"3197.33","False","0",,"False"
"064098-0000","12347","","3133 POST ST JACKSONVILLE 32205-",,"32205-",,"3197.41","False","0",,"False"
"148632-0652","21880","","6182 LAKE LUGANO DR 6182 JACKSONVILLE 32256-",,"32256-",,"3198.11","False","0",,"False"
"104750-0000","16750","","3639 RENDALE DR JACKSONVILLE 32210-",,"32210-",,"3199.07","False","0",,"False"
"065030-0100","12417","","2549 DELLWOOD AVE JACKSONVILLE 32204-",,"32204-",,"3202.01","False","0",,"False"
"000426-0005","72","","",,"32234-",,"3204.06","False","0",,"False"
"069770-0000","12795","","3922 ORLANDO TER JACKSONVILLE 32207-",,"32207-",,"3204.19","False","0",,"False"
"163181-0000","24375","","122 ST JOHNS BLUFF RD JACKSONVILLE 32225-",,"32225-",,"3208.29","False","0",,"False"
"163194-0000","24377","","FRANCES ST JACKSONVILLE 32225-",,"32225-",,"3209.96","False","0",,"False"
"072136-0000","13077","","1927 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3210","False","0",,"False"
"161132-7567","23993","","1736 W FOREST LAKE CIR 3 JACKSONVILLE 32225-",,"32225-",,"3211.02","False","0",,"False"
"044635-0000","8939","","239 E 18TH ST JACKSONVILLE 32206-",,"32206-",,"3211.53","False","0",,"False"
"162109-4550","24150","","1236 AMERICAN EAGLE LN JACKSONVILLE 32225-",,"32225-",,"3212.52","False","0",,"False"
"167067-6460","25051","","3591 S KERNAN BLVD 214 JACKSONVILLE 32224-",,"32224-",,"3213.79","False","0",,"False"
"168021-0000","25732","","7718 ALPHONS ST JACKSONVILLE 32256-",,"32256-",,"3215.06","False","0",,"False"
"169385-1220","25988","","791 ASSISI LN 1508 JACKSONVILLE 32233-",,"32233-",,"3215.39","False","0",,"False"
"128670-0000","19779","","1916 N UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"3217.57","False","0",,"False"
"106808-0020","17119","","939 FIELDS RD 1 JACKSONVILLE 32218-",,"32218-",,"3219.16","False","0",,"False"
"086437-0000","14866","","2132 W 40TH ST JACKSONVILLE 32209-",,"32209-",,"3219.47","False","0",,"False"
"026147-0000","5383","","2205 S BARRY DR JACKSONVILLE 32208-",,"32208-",,"3219.83","False","0",,"False"
"103165-0000","16528","","5530 TIMUQUANA RD JACKSONVILLE 32210-",,"32210-",,"3220.96","False","0",,"False"
"098374-1000","16146","","6853 SEABOARD AVE JACKSONVILLE 32244-",,"32244-",,"3221.09","False","0",,"False"
"023298-0000","4970","","3255 CLYDE DR JACKSONVILLE 32208-",,"32208-",,"3226.64","False","0",,"False"
"162224-5100","24233","","12672 MEADOWSWEET LN JACKSONVILLE 32225-",,"32225-",,"3227.75","False","0",,"False"
"098000-0000","27192","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3229.34","False","0",,"False"
"165287-9920","24748","","11731 SAINTS RD 2 JACKSONVILLE 32246-",,"32246-",,"3229.48","False","0",,"False"
"004425-0000","1185","","6916 KEITHAN RD JACKSONVILLE 32220-",,"32220-",,"3229.64","True","3168.53","","True"
"080620-1174","13892","","1584 PALM AVE 1584 JACKSONVILLE 32207-",,"32207-",,"3234.75","False","0",,"False"
"022821-0000","4906","","780 GARDENIA LN JACKSONVILLE 32208-",,"32208-",,"3235.03","False","0",,"False"
"088762-0000","15436","","3611 MONCRIEF RD JACKSONVILLE 32209-",,"32209-",,"3237.52","False","0",,"False"
"041916-0540","8514","","9358 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"3238.19","False","0",,"False"
"067543-0000","12601","","5310 PLYMOUTH ST JACKSONVILLE 32205-",,"32205-",,"3240","False","0",,"False"
"024944-0000","5219","","2344 FOREST HILLS RD JACKSONVILLE 32208-",,"32208-",,"3240.12","False","0",,"False"
"165583-0000","24850","","11660 MARINA DR JACKSONVILLE 32246-",,"32246-",,"3240.4","False","0",,"False"
"147984-2020","21704","","8210 GREEN PARROT RD 101 JACKSONVILLE 32256-",,"32256-",,"3244.89","False","0",,"False"
"123158-0000","19246","","1718 FOREST BLVD JACKSONVILLE 32246-",,"32246-",,"3245.3","False","0",,"False"
"095035-0000","15820","","2078 CASSAT AVE JACKSONVILLE 32210-",,"32210-",,"3246.8","False","0",,"False"
"022812-0000","26957","","906 CARROLLTON RD JACKSONVILLE 32208-",,"32208-",,"3252.16","False","0",,"False"
"097178-0000","15962","","5746 TEMPEST ST JACKSONVILLE 32244-",,"32244-",,"3255.68","False","0",,"False"
"111695-0000","18005","","3740 CULP DR JACKSONVILLE 32277-",,"32277-",,"3259.01","False","0",,"False"
"116421-0000","18683","","2141 E MAPLE LEAF DR JACKSONVILLE 32211-",,"32211-",,"3260.31","False","0",,"False"
"071794-0000","13042","","115 W 8TH ST JACKSONVILLE 32206-",,"32206-",,"3260.39","False","0",,"False"
"000006-0100","1","","2253 N US 301 HWY JACKSONVILLE 32234-",,"32234-",,"3260.48","False","0",,"False"
"035525-0000","7142","","6805 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"3262.28","False","0",,"False"
"007643-0000","1852","","7521 PINNACLE DR JACKSONVILLE 32221-",,"32221-",,"3264.01","False","0",,"False"
"066624-0000","12521","","1148 CASSAT AVE 1 JACKSONVILLE 32205-",,"32205-",,"3265.86","False","0",,"False"
"041854-0000","8466","","6796 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"3267.89","False","0",,"False"
"117296-0000","18727","","2145 N UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"3270.97","False","0",,"False"
"167745-2572","25509","","7801 POINT MEADOWS DR 5407 JACKSONVILLE 32256-",,"32256-",,"3272.31","False","0",,"False"
"171002-0065","26140","","1044 HIBISCUS ST ATLANTIC BEACH 32233-",,"32233-",,"3274.25","False","0",,"False"
"122401-0000","19120","","839 A PHILIP RANDOLPH BLVD JACKSONVILLE 32206-",,"32206-",,"3274.34","False","0",,"False"
"098000-0000","27196","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3275.04","False","0",,"False"
"067125-0000","12575","","LENOX AVE JACKSONVILLE 32205-",,"32205-",,"3277","False","0",,"False"
"112332-3335","18035","","5029 CAPE ROMAIN CT JACKSONVILLE 32277-",,"32277-",,"3277.27","False","0",,"False"
"099135-0030","16300","","5518 KILCULLEN LN JACKSONVILLE 32244-",,"32244-",,"3283.64","False","0",,"False"
"034359-0000","7007","","6528 SUNSET DR JACKSONVILLE 32208-",,"32208-",,"3283.94","False","0",,"False"
"106916-0000","17142","","12544 SAPP RD JACKSONVILLE 32226-",,"32226-",,"3289.33","False","0",,"False"
"125245-0000","19420","","2261 SPRING PARK RD JACKSONVILLE 32207-",,"32207-",,"3289.42","False","0",,"False"
"110640-0030","17811","","11623 DUNN CREEK RD JACKSONVILLE 32218-",,"32218-",,"3292.58","False","0",,"False"
"103347-0010","16554","","6342 ORTEGA FARMS BLVD JACKSONVILLE 32244-",,"32244-",,"3297.83","False","0",,"False"
"062393-0000","12219","","4553 POST ST JACKSONVILLE 32205-",,"32205-",,"3298.69","False","0",,"False"
"043552-0000","8718","","2524 QUAIL AVE JACKSONVILLE 32218-",,"32218-",,"3299.07","False","0",,"False"
"142053-0000","21092","","1902 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"3299.37","False","0",,"False"
"032421-0000","6718","","961 ARDMORE ST JACKSONVILLE 32208-",,"32208-",,"3299.45","False","0",,"False"
"041669-0000","8435","","4333 ROTH DR JACKSONVILLE 32209-",,"32209-",,"3303.68","False","0",,"False"
"126353-0000","19521","","3817 E COPPER CIR JACKSONVILLE 32207-",,"32207-",,"3309.6","False","0",,"False"
"041374-0000","8356","","4296 S KATANGA DR JACKSONVILLE 32209-",,"32209-",,"3309.98","False","0",,"False"
"157191-1530","23316","","11748 COLLINS CREEK DR JACKSONVILLE 32258-",,"32258-",,"3312.1","False","0",,"False"
"016612-0000","3766","","3805 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"3313.21","False","0",,"False"
"108022-0000","17377","","137 ORANGEDALE AVE JACKSONVILLE 32218-",,"32218-",,"3314.82","False","0",,"False"
"012960-0000","2627","","10050 NOROAD JACKSONVILLE 32210-",,"32210-",,"3316.17","False","0",,"False"
"029290-0000","6078","","4154 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"3316.37","False","0",,"False"
"086505-0000","14881","","324 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"3317.85","False","0",,"False"
"072763-0000","13165","","1142 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3319.03","False","0",,"False"
"004433-0000","1187","","6835 KEITHAN RD JACKSONVILLE 32220-",,"32220-",,"3319.33","False","0",,"False"
"104681-0000","16745","","5839 CEDAR OAKS DR JACKSONVILLE 32210-",,"32210-",,"3323.66","False","0",,"False"
"025465-0000","5281","","3210 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"3325.3","False","0",,"False"
"098545-0000","16178","","4925 AVENT DR JACKSONVILLE 32244-",,"32244-",,"3327.8","False","0",,"False"
"035778-0000","7191","","2519 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"3328.44","False","0",,"False"
"001474-0110","316","","N CHAFFEE RD JACKSONVILLE 32220-",,"32220-",,"3328.9","False","0",,"False"
"015714-0025","3338","","6525 SHINDLER DR JACKSONVILLE 32222-",,"32222-",,"3329.17","False","0",,"False"
"066014-0000","12481","","1456 DAKAR ST JACKSONVILLE 32205-",,"32205-",,"3335.5","False","0",,"False"
"071227-0010","12962","","45 5TH ST JACKSONVILLE 32206-",,"32206-",,"3337.23","False","0",,"False"
"147939-0000","21666","","2524 COMMUNITY RD JACKSONVILLE 32207-",,"32207-",,"3340.35","False","0",,"False"
"017187-0000","3802","","4639 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"3340.96","False","0",,"False"
"015192-0216","3178","","8202 OLD ENGLISH DR JACKSONVILLE 32244-",,"32244-",,"3345.11","False","0",,"False"
"151719-0000","22335","","3808 SAN REMO DR JACKSONVILLE 32217-",,"32217-",,"3347.01","False","0",,"False"
"162885-0120","24328","","10140 LONE STAR RD JACKSONVILLE 32225-",,"32225-",,"3348.35","False","0",,"False"
"050412-0000","10225","","1116 DIVISION ST JACKSONVILLE 32254-",,"32254-",,"3349.16","False","0",,"False"
"006972-0000","1751","","8614 POSEY RD JACKSONVILLE 32220-",,"32220-",,"3351.41","False","0",,"False"
"012286-0000","2431","","7155 MATTHEW ST JACKSONVILLE 32210-",,"32210-",,"3352.6","False","0",,"False"
"044850-0000","8975","","2526 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3352.77","False","0",,"False"
"106508-0000","17022","","2550 NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3354.24","False","0",,"False"
"167316-1385","25199","","139 NAUGATUCK DR JACKSONVILLE 32225-",,"32225-",,"3354.45","False","0",,"False"
"116797-0000","18696","","2829 OAKCOVE LN JACKSONVILLE 32277-",,"32277-",,"3355.22","False","0",,"False"
"108927-1706","17628","","4560 OAKBROOKE CT JACKSONVILLE 32277-",,"32277-",,"3355.33","False","0",,"False"
"041628-0000","8421","","5030 JIES CT JACKSONVILLE 32209-",,"32209-",,"3355.35","False","0",,"False"
"098262-0000","16111","","6645 ALINE RD JACKSONVILLE 32244-",,"32244-",,"3355.87","False","0",,"False"
"100705-3240","16403","","8550 ARGYLE BUSINESS LOOP 1507 JACKSONVILLE 32244-",,"32244-",,"3357.74","False","0",,"False"
"038496-0000","7713","","9239 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"3358.55","False","0",,"False"
"019595-0170","4050","","PARETE RD JACKSONVILLE 32218-",,"32218-",,"3360.19","False","0",,"False"
"115858-0000","18614","","1734 E 8TH ST JACKSONVILLE 32206-",,"32206-",,"3362.87","False","0",,"False"
"012992-0055","2641","","5345 BRIGHTON PARK LN JACKSONVILLE 32210-",,"32210-",,"3363.41","False","0",,"False"
"069971-0000","12825","","1740 DAVIDSON ST JACKSONVILLE 32207-",,"32207-",,"3366.38","False","0",,"False"
"046412-0000","9344","","1349 W 14TH ST JACKSONVILLE 32209-",,"32209-",,"3367.64","False","0",,"False"
"138939-0000","20881","","536 SAPELO RD JACKSONVILLE 32216-",,"32216-",,"3368.12","False","0",,"False"
"096304-0000","15918","","7531 PROXIMA RD JACKSONVILLE 32210-",,"32210-",,"3368.14","False","0",,"False"
"146760-0000","21524","","2422 W UNIVERSITY BLVD JACKSONVILLE 32217-",,"32217-",,"3372.09","False","0",,"False"
"059141-0060","11952","","670 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3372.51","False","0",,"False"
"057720-0000","11706","","2679 W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"3372.89","False","0",,"False"
"025985-0000","5365","","2147 BURGOYNE DR JACKSONVILLE 32208-",,"32208-",,"3375.36","False","0",,"False"
"138842-0000","20872","","538 SPRING FOREST AVE JACKSONVILLE 32216-",,"32216-",,"3378.63","False","0",,"False"
"000531-0190","87","","659 S US 301 HWY BALDWIN 32234-",,"32234-",,"3382.19","False","0",,"False"
"041001-0000","8282","","7302 IRVING SCOTT DR JACKSONVILLE 32209-",,"32209-",,"3382.35","False","0",,"False"
"012962-0000","2629","","10185 NOROAD JACKSONVILLE 32210-",,"32210-",,"3382.66","False","0",,"False"
"167457-2030","25299","","4434 TIMBER BLUFF CT JACKSONVILLE 32224-",,"32224-",,"3383.09","False","0",,"False"
"117875-0000","18774","","1826 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3383.21","False","0",,"False"
"097567-0000","16009","","5900 LA MOYA AVE JACKSONVILLE 32210-",,"32210-",,"3383.8","False","0",,"False"
"096751-0000","15934","","7006 S TAMPICO RD JACKSONVILLE 32244-",,"32244-",,"3387.6","False","0",,"False"
"011649-0000","2364","","1515 N OLD MIDDLEBURG RD JACKSONVILLE 32210-",,"32210-",,"3388.91","False","0",,"False"
"011733-0000","2385","","5868 LENOX AVE JACKSONVILLE 32205-",,"32205-",,"3389.61","False","0",,"False"
"068725-0000","12730","","1815 NIBLICK DR JACKSONVILLE 32210-",,"32210-",,"3391.53","False","0",,"False"
"032196-0000","6687","","1642 LAUDER AVE JACKSONVILLE 32208-",,"32208-",,"3392.55","False","0",,"False"
"103234-0060","16540","","5904 ORTEGA FARMS BLVD JACKSONVILLE 32244-",,"32244-",,"3397.07","False","0",,"False"
"049080-0000","9997","","3510 BOUGAINVILLEA ST JACKSONVILLE 32254-",,"32254-",,"3397.14","False","0",,"False"
"047393-0010","27096","","2264 W 28TH ST JACKSONVILLE 32209-",,"32209-",,"3400.18","False","0",,"False"
"164350-0000","24520","","3132 ANNISTON RD JACKSONVILLE 32246-",,"32246-",,"3401.21","False","0",,"False"
"116637-0000","18689","","2604 BLUEBERRY LN JACKSONVILLE 32211-",,"32211-",,"3403.7","False","0",,"False"
"111368-1130","17948","","7274 TOWNSEND VILLAGE LN JACKSONVILLE 32277-",,"32277-",,"3403.91","False","0",,"False"
"130603-0000","19934","","1932 E ADAMS ST JACKSONVILLE 32202-",,"32202-",,"3404.03","False","0",,"False"
"146757-0000","21523","","6146 SUWANEE RD JACKSONVILLE 32217-",,"32217-",,"3404.38","False","0",,"False"
"020429-0000","4375","","10729 LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"3404.5","False","0",,"False"
"135665-0000","20605","","5515 SHARON TER JACKSONVILLE 32207-",,"32207-",,"3417.87","False","0",,"False"
"072638-0000","27155","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3418.44","False","0",,"False"
"022738-0070","4881","","1299 W 45TH ST JACKSONVILLE 32208-",,"32208-",,"3419.16","False","0",,"False"
"007349-0000","1819","","7631 N CREST DR JACKSONVILLE 32221-",,"32221-",,"3421.99","False","0",,"False"
"015192-0604","3186","","8080 S TRIUMPH LN JACKSONVILLE 32244-",,"32244-",,"3425.98","False","0",,"False"
"022397-0000","4808","","702 MOORE AVE JACKSONVILLE 32208-",,"32208-",,"3427.27","False","0",,"False"
"098000-0000","27193","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3430.75","False","0",,"False"
"039408-0124","7839","","9626 W SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"3431.02","False","0",,"False"
"118908-0000","18826","","2619 RENTZ RD JACKSONVILLE 32211-",,"32211-",,"3431.15","False","0",,"False"
"020170-1985","4312","","3718 N LYDIA ESTATES DR JACKSONVILLE 32218-",,"32218-",,"3431.23","False","0",,"False"
"108755-0000","17596","","E NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3431.8","False","0",,"False"
"092383-0000","15677","","1168 DANCY ST JACKSONVILLE 32205-",,"32205-",,"3436.5","False","0",,"False"
"117887-0000","18775","","1943 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3438.01","False","0",,"False"
"008806-0318","1916","","8457 RUCKMAN AVE JACKSONVILLE 32221-",,"32221-",,"3443.32","False","0",,"False"
"066085-0000","12488","","1471 MURRAY DR JACKSONVILLE 32205-",,"32205-",,"3447.5","False","0",,"False"
"172075-0000","26217","","1850 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3450.54","False","0",,"False"
"118134-0000","18784","","2325 LIGUSTRUM RD JACKSONVILLE 32211-",,"32211-",,"3450.55","False","0",,"False"
"117697-0000","18764","","6024 S TERRY PARKER DR JACKSONVILLE 32211-",,"32211-",,"3452.54","False","0",,"False"
"004860-0000","1323","","2053 BULLS BAY HWY JACKSONVILLE 32220-",,"32220-",,"3457.23","False","0",,"False"
"062877-0000","12242","","4719 COLLEGE ST JACKSONVILLE 32205-",,"32205-",,"3457.23","False","0",,"False"
"025080-0000","5240","","2211 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"3457.48","False","0",,"False"
"072638-0000","27153","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3457.89","False","0",,"False"
"071779-0000","13041","","1835 SILVER ST JACKSONVILLE 32206-",,"32206-",,"3461.59","False","0",,"False"
"020343-1375","4358","","3464 NATALIE MEL LN JACKSONVILLE 32218-",,"32218-",,"3461.6","False","0",,"False"
"039978-0000","7973","","9420 WAGNER RD JACKSONVILLE 32219-",,"32219-",,"3462.78","False","0",,"False"
"051272-0000","10432","","1906 KINGS RD JACKSONVILLE 32209-",,"32209-",,"3464.26","False","0",,"False"
"161230-5110","24062","","1831 OAK WATER DR JACKSONVILLE 32225-",,"32225-",,"3464.35","False","0",,"False"
"017647-0000","3834","","4617 MORLEY LN JACKSONVILLE 32210-",,"32210-",,"3464.88","False","0",,"False"
"012405-0010","2453","","2510 FIRESTONE RD JACKSONVILLE 32210-",,"32210-",,"3467.07","False","0",,"False"
"097218-0000","15965","","7864 VOLVO ST JACKSONVILLE 32244-",,"32244-",,"3468.74","False","0",,"False"
"044281-0668","8871","","11537 W MONTEGO BAY DR JACKSONVILLE 32218-",,"32218-",,"3468.83","False","0",,"False"
"162126-0110","24171","","1445 GATELY RD JACKSONVILLE 32225-",,"32225-",,"3469.44","False","0",,"False"
"034106-0000","6963","","6933 OAKWOOD ST JACKSONVILLE 32208-",,"32208-",,"3469.56","False","0",,"False"
"014603-4560","3128","","6325 W CRANBERRY LN JACKSONVILLE 32244-",,"32244-",,"3479.91","True","7070.77","","True"
"149077-1074","22100","","4107 PINEY BRANCH CT JACKSONVILLE 32257-",,"32257-",,"3481.4","False","0",,"False"
"111493-7066","17988","","7352 COLONY COVE LN JACKSONVILLE 32277-",,"32277-",,"3481.99","False","0",,"False"
