"lienhub_parcel","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_cert_number","lienhub_face_amount","lienhub_status","live_match_found","live_total_due","live_bill_years","still_delinquent"
"","","122 ST JOHNS BLUFF RD JACKSONVILLE 32225-",,"32225-",,"3208.29","","False","0",,"False"
"","","FRANCES ST JACKSONVILLE 32225-",,"32225-",,"3209.96","","False","0",,"False"
"","","1927 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3210","","False","0",,"False"
"","","1736 W FOREST LAKE CIR 3 JACKSONVILLE 32225-",,"32225-",,"3211.02","","False","0",,"False"
"","","239 E 18TH ST JACKSONVILLE 32206-",,"32206-",,"3211.53","","False","0",,"False"
"","","1236 AMERICAN EAGLE LN JACKSONVILLE 32225-",,"32225-",,"3212.52","","False","0",,"False"
"","","3591 S KERNAN BLVD 214 JACKSONVILLE 32224-",,"32224-",,"3213.79","","False","0",,"False"
"","","7718 ALPHONS ST JACKSONVILLE 32256-",,"32256-",,"3215.06","","False","0",,"False"
"","","791 ASSISI LN 1508 JACKSONVILLE 32233-",,"32233-",,"3215.39","","False","0",,"False"
"","","1916 N UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"3217.57","","False","0",,"False"
"","","939 FIELDS RD 1 JACKSONVILLE 32218-",,"32218-",,"3219.16","","False","0",,"False"
"","","2132 W 40TH ST JACKSONVILLE 32209-",,"32209-",,"3219.47","","False","0",,"False"
"","","2205 S BARRY DR JACKSONVILLE 32208-",,"32208-",,"3219.83","","False","0",,"False"
"","","5530 TIMUQUANA RD JACKSONVILLE 32210-",,"32210-",,"3220.96","","False","0",,"False"
"","","6853 SEABOARD AVE JACKSONVILLE 32244-",,"32244-",,"3221.09","","False","0",,"False"
"","","3255 CLYDE DR JACKSONVILLE 32208-",,"32208-",,"3226.64","","False","0",,"False"
"","","12672 MEADOWSWEET LN JACKSONVILLE 32225-",,"32225-",,"3227.75","","False","0",,"False"
"","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3229.34","","False","0",,"False"
"","","11731 SAINTS RD 2 JACKSONVILLE 32246-",,"32246-",,"3229.48","","False","0",,"False"
"","","6916 KEITHAN RD JACKSONVILLE 32220-",,"32220-",,"3229.64","","False","0",,"False"
"","","1584 PALM AVE 1584 JACKSONVILLE 32207-",,"32207-",,"3234.75","","False","0",,"False"
"","","780 GARDENIA LN JACKSONVILLE 32208-",,"32208-",,"3235.03","","False","0",,"False"
"","","3611 MONCRIEF RD JACKSONVILLE 32209-",,"32209-",,"3237.52","","False","0",,"False"
"","","9358 SIBBALD RD JACKSONVILLE 32208-",,"32208-",,"3238.19","","False","0",,"False"
"","","5310 PLYMOUTH ST JACKSONVILLE 32205-",,"32205-",,"3240","","False","0",,"False"
"","","2344 FOREST HILLS RD JACKSONVILLE 32208-",,"32208-",,"3240.12","","False","0",,"False"
"","","11660 MARINA DR JACKSONVILLE 32246-",,"32246-",,"3240.4","","False","0",,"False"
"","","8210 GREEN PARROT RD 101 JACKSONVILLE 32256-",,"32256-",,"3244.89","","False","0",,"False"
"","","1718 FOREST BLVD JACKSONVILLE 32246-",,"32246-",,"3245.3","","False","0",,"False"
"","","2078 CASSAT AVE JACKSONVILLE 32210-",,"32210-",,"3246.8","","False","0",,"False"
"","","906 CARROLLTON RD JACKSONVILLE 32208-",,"32208-",,"3252.16","","False","0",,"False"
"","","5746 TEMPEST ST JACKSONVILLE 32244-",,"32244-",,"3255.68","","False","0",,"False"
"","","3740 CULP DR JACKSONVILLE 32277-",,"32277-",,"3259.01","","False","0",,"False"
"","","2141 E MAPLE LEAF DR JACKSONVILLE 32211-",,"32211-",,"3260.31","","False","0",,"False"
"","","115 W 8TH ST JACKSONVILLE 32206-",,"32206-",,"3260.39","","False","0",,"False"
"","","2253 N US 301 HWY JACKSONVILLE 32234-",,"32234-",,"3260.48","","False","0",,"False"
"","","6805 ELWOOD AVE JACKSONVILLE 32208-",,"32208-",,"3262.28","","False","0",,"False"
"","","7521 PINNACLE DR JACKSONVILLE 32221-",,"32221-",,"3264.01","","False","0",,"False"
"","","1148 CASSAT AVE 1 JACKSONVILLE 32205-",,"32205-",,"3265.86","","False","0",,"False"
"","","6796 KINLOCK DR JACKSONVILLE 32219-",,"32219-",,"3267.89","","False","0",,"False"
"","","2145 N UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"3270.97","","False","0",,"False"
"","","7801 POINT MEADOWS DR 5407 JACKSONVILLE 32256-",,"32256-",,"3272.31","","False","0",,"False"
"","","1044 HIBISCUS ST ATLANTIC BEACH 32233-",,"32233-",,"3274.25","","False","0",,"False"
"","","839 A PHILIP RANDOLPH BLVD JACKSONVILLE 32206-",,"32206-",,"3274.34","","False","0",,"False"
"","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3275.04","","False","0",,"False"
"","","LENOX AVE JACKSONVILLE 32205-",,"32205-",,"3277","","False","0",,"False"
"","","5029 CAPE ROMAIN CT JACKSONVILLE 32277-",,"32277-",,"3277.27","","False","0",,"False"
"","","5518 KILCULLEN LN JACKSONVILLE 32244-",,"32244-",,"3283.64","","False","0",,"False"
"","","6528 SUNSET DR JACKSONVILLE 32208-",,"32208-",,"3283.94","","False","0",,"False"
"","","12544 SAPP RD JACKSONVILLE 32226-",,"32226-",,"3289.33","","False","0",,"False"
"","","2261 SPRING PARK RD JACKSONVILLE 32207-",,"32207-",,"3289.42","","False","0",,"False"
"","","11623 DUNN CREEK RD JACKSONVILLE 32218-",,"32218-",,"3292.58","","False","0",,"False"
"","","6342 ORTEGA FARMS BLVD JACKSONVILLE 32244-",,"32244-",,"3297.83","","False","0",,"False"
"","","4553 POST ST JACKSONVILLE 32205-",,"32205-",,"3298.69","","False","0",,"False"
"","","2524 QUAIL AVE JACKSONVILLE 32218-",,"32218-",,"3299.07","","False","0",,"False"
"","","1902 ROGERO RD JACKSONVILLE 32211-",,"32211-",,"3299.37","","False","0",,"False"
"","","961 ARDMORE ST JACKSONVILLE 32208-",,"32208-",,"3299.45","","False","0",,"False"
"","","4333 ROTH DR JACKSONVILLE 32209-",,"32209-",,"3303.68","","False","0",,"False"
"","","3817 E COPPER CIR JACKSONVILLE 32207-",,"32207-",,"3309.6","","False","0",,"False"
"","","4296 S KATANGA DR JACKSONVILLE 32209-",,"32209-",,"3309.98","","False","0",,"False"
"","","11748 COLLINS CREEK DR JACKSONVILLE 32258-",,"32258-",,"3312.1","","False","0",,"False"
"","","3805 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"3313.21","","False","0",,"False"
"","","137 ORANGEDALE AVE JACKSONVILLE 32218-",,"32218-",,"3314.82","","False","0",,"False"
"","","10050 NOROAD JACKSONVILLE 32210-",,"32210-",,"3316.17","","False","0",,"False"
"","","4154 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"3316.37","","False","0",,"False"
"","","324 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"3317.85","","False","0",,"False"
"","","1142 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3319.03","","False","0",,"False"
"","","6835 KEITHAN RD JACKSONVILLE 32220-",,"32220-",,"3319.33","","False","0",,"False"
"","","5839 CEDAR OAKS DR JACKSONVILLE 32210-",,"32210-",,"3323.66","","False","0",,"False"
"","","3210 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"3325.3","","False","0",,"False"
"","","4925 AVENT DR JACKSONVILLE 32244-",,"32244-",,"3327.8","","False","0",,"False"
"","","2519 SOUTEL DR JACKSONVILLE 32208-",,"32208-",,"3328.44","","False","0",,"False"
"","","N CHAFFEE RD JACKSONVILLE 32220-",,"32220-",,"3328.9","","False","0",,"False"
"","","6525 SHINDLER DR JACKSONVILLE 32222-",,"32222-",,"3329.17","","False","0",,"False"
"","","1456 DAKAR ST JACKSONVILLE 32205-",,"32205-",,"3335.5","","False","0",,"False"
"","","45 5TH ST JACKSONVILLE 32206-",,"32206-",,"3337.23","","False","0",,"False"
"","","2524 COMMUNITY RD JACKSONVILLE 32207-",,"32207-",,"3340.35","","False","0",,"False"
"","","4639 ANVERS BLVD JACKSONVILLE 32210-",,"32210-",,"3340.96","","False","0",,"False"
"","","8202 OLD ENGLISH DR JACKSONVILLE 32244-",,"32244-",,"3345.11","","False","0",,"False"
"","","3808 SAN REMO DR JACKSONVILLE 32217-",,"32217-",,"3347.01","","False","0",,"False"
"","","10140 LONE STAR RD JACKSONVILLE 32225-",,"32225-",,"3348.35","","False","0",,"False"
"","","1116 DIVISION ST JACKSONVILLE 32254-",,"32254-",,"3349.16","","False","0",,"False"
"","","8614 POSEY RD JACKSONVILLE 32220-",,"32220-",,"3351.41","","False","0",,"False"
"","","7155 MATTHEW ST JACKSONVILLE 32210-",,"32210-",,"3352.6","","False","0",,"False"
"","","2526 N LIBERTY ST JACKSONVILLE 32206-",,"32206-",,"3352.77","","False","0",,"False"
"","","2550 NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3354.24","","False","0",,"False"
"","","139 NAUGATUCK DR JACKSONVILLE 32225-",,"32225-",,"3354.45","","False","0",,"False"
"","","2829 OAKCOVE LN JACKSONVILLE 32277-",,"32277-",,"3355.22","","False","0",,"False"
"","","4560 OAKBROOKE CT JACKSONVILLE 32277-",,"32277-",,"3355.33","","False","0",,"False"
"","","5030 JIES CT JACKSONVILLE 32209-",,"32209-",,"3355.35","","False","0",,"False"
"","","6645 ALINE RD JACKSONVILLE 32244-",,"32244-",,"3355.87","","False","0",,"False"
"","","8550 ARGYLE BUSINESS LOOP 1507 JACKSONVILLE 32244-",,"32244-",,"3357.74","","False","0",,"False"
"","","9239 CASTLE BLVD JACKSONVILLE 32208-",,"32208-",,"3358.55","","False","0",,"False"
"","","PARETE RD JACKSONVILLE 32218-",,"32218-",,"3360.19","","False","0",,"False"
"","","1734 E 8TH ST JACKSONVILLE 32206-",,"32206-",,"3362.87","","False","0",,"False"
"","","5345 BRIGHTON PARK LN JACKSONVILLE 32210-",,"32210-",,"3363.41","","False","0",,"False"
"","","1740 DAVIDSON ST JACKSONVILLE 32207-",,"32207-",,"3366.38","","False","0",,"False"
"","","1349 W 14TH ST JACKSONVILLE 32209-",,"32209-",,"3367.64","","False","0",,"False"
"","","536 SAPELO RD JACKSONVILLE 32216-",,"32216-",,"3368.12","","False","0",,"False"
"","","7531 PROXIMA RD JACKSONVILLE 32210-",,"32210-",,"3368.14","","False","0",,"False"
"","","2422 W UNIVERSITY BLVD JACKSONVILLE 32217-",,"32217-",,"3372.09","","False","0",,"False"
"","","670 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3372.51","","False","0",,"False"
"","","2679 W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"3372.89","","False","0",,"False"
"","","2147 BURGOYNE DR JACKSONVILLE 32208-",,"32208-",,"3375.36","","False","0",,"False"
"","","538 SPRING FOREST AVE JACKSONVILLE 32216-",,"32216-",,"3378.63","","False","0",,"False"
"","","659 S US 301 HWY BALDWIN 32234-",,"32234-",,"3382.19","","False","0",,"False"
"","","7302 IRVING SCOTT DR JACKSONVILLE 32209-",,"32209-",,"3382.35","","False","0",,"False"
"","","10185 NOROAD JACKSONVILLE 32210-",,"32210-",,"3382.66","","False","0",,"False"
"","","4434 TIMBER BLUFF CT JACKSONVILLE 32224-",,"32224-",,"3383.09","","False","0",,"False"
"","","1826 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3383.21","","False","0",,"False"
"","","5900 LA MOYA AVE JACKSONVILLE 32210-",,"32210-",,"3383.8","","False","0",,"False"
"","","7006 S TAMPICO RD JACKSONVILLE 32244-",,"32244-",,"3387.6","","False","0",,"False"
"","","1515 N OLD MIDDLEBURG RD JACKSONVILLE 32210-",,"32210-",,"3388.91","","False","0",,"False"
"","","5868 LENOX AVE JACKSONVILLE 32205-",,"32205-",,"3389.61","","False","0",,"False"
"","","1815 NIBLICK DR JACKSONVILLE 32210-",,"32210-",,"3391.53","","False","0",,"False"
"","","1642 LAUDER AVE JACKSONVILLE 32208-",,"32208-",,"3392.55","","False","0",,"False"
"","","5904 ORTEGA FARMS BLVD JACKSONVILLE 32244-",,"32244-",,"3397.07","","False","0",,"False"
"","","3510 BOUGAINVILLEA ST JACKSONVILLE 32254-",,"32254-",,"3397.14","","False","0",,"False"
"","","2264 W 28TH ST JACKSONVILLE 32209-",,"32209-",,"3400.18","","False","0",,"False"
"","","3132 ANNISTON RD JACKSONVILLE 32246-",,"32246-",,"3401.21","","False","0",,"False"
"","","2604 BLUEBERRY LN JACKSONVILLE 32211-",,"32211-",,"3403.7","","False","0",,"False"
"","","7274 TOWNSEND VILLAGE LN JACKSONVILLE 32277-",,"32277-",,"3403.91","","False","0",,"False"
"","","1932 E ADAMS ST JACKSONVILLE 32202-",,"32202-",,"3404.03","","False","0",,"False"
"","","6146 SUWANEE RD JACKSONVILLE 32217-",,"32217-",,"3404.38","","False","0",,"False"
"","","10729 LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"3404.5","","False","0",,"False"
"","","5515 SHARON TER JACKSONVILLE 32207-",,"32207-",,"3417.87","","False","0",,"False"
"","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3418.44","","False","0",,"False"
"","","1299 W 45TH ST JACKSONVILLE 32208-",,"32208-",,"3419.16","","False","0",,"False"
"","","7631 N CREST DR JACKSONVILLE 32221-",,"32221-",,"3421.99","","False","0",,"False"
"","","8080 S TRIUMPH LN JACKSONVILLE 32244-",,"32244-",,"3425.98","","False","0",,"False"
"","","702 MOORE AVE JACKSONVILLE 32208-",,"32208-",,"3427.27","","False","0",,"False"
"","","5865 110TH ST JACKSONVILLE 32244-",,"32244-",,"3430.75","","False","0",,"False"
"","","9626 W SPOTTSWOOD RD JACKSONVILLE 32208-",,"32208-",,"3431.02","","False","0",,"False"
"","","2619 RENTZ RD JACKSONVILLE 32211-",,"32211-",,"3431.15","","False","0",,"False"
"","","3718 N LYDIA ESTATES DR JACKSONVILLE 32218-",,"32218-",,"3431.23","","False","0",,"False"
"","","E NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3431.8","","False","0",,"False"
"","","1168 DANCY ST JACKSONVILLE 32205-",,"32205-",,"3436.5","","False","0",,"False"
"","","1943 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3438.01","","False","0",,"False"
"","","8457 RUCKMAN AVE JACKSONVILLE 32221-",,"32221-",,"3443.32","","False","0",,"False"
"","","1471 MURRAY DR JACKSONVILLE 32205-",,"32205-",,"3447.5","","False","0",,"False"
"","","1850 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3450.54","","False","0",,"False"
"","","2325 LIGUSTRUM RD JACKSONVILLE 32211-",,"32211-",,"3450.55","","False","0",,"False"
"","","6024 S TERRY PARKER DR JACKSONVILLE 32211-",,"32211-",,"3452.54","","False","0",,"False"
"","","2053 BULLS BAY HWY JACKSONVILLE 32220-",,"32220-",,"3457.23","","False","0",,"False"
"","","4719 COLLEGE ST JACKSONVILLE 32205-",,"32205-",,"3457.23","","False","0",,"False"
"","","2211 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"3457.48","","False","0",,"False"
"","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3457.89","","False","0",,"False"
"","","1835 SILVER ST JACKSONVILLE 32206-",,"32206-",,"3461.59","","False","0",,"False"
"","","3464 NATALIE MEL LN JACKSONVILLE 32218-",,"32218-",,"3461.6","","False","0",,"False"
"","","9420 WAGNER RD JACKSONVILLE 32219-",,"32219-",,"3462.78","","False","0",,"False"
"","","1906 KINGS RD JACKSONVILLE 32209-",,"32209-",,"3464.26","","False","0",,"False"
"","","1831 OAK WATER DR JACKSONVILLE 32225-",,"32225-",,"3464.35","","False","0",,"False"
"","","4617 MORLEY LN JACKSONVILLE 32210-",,"32210-",,"3464.88","","False","0",,"False"
"","","2510 FIRESTONE RD JACKSONVILLE 32210-",,"32210-",,"3467.07","","False","0",,"False"
"","","7864 VOLVO ST JACKSONVILLE 32244-",,"32244-",,"3468.74","","False","0",,"False"
"","","11537 W MONTEGO BAY DR JACKSONVILLE 32218-",,"32218-",,"3468.83","","False","0",,"False"
"","","1445 GATELY RD JACKSONVILLE 32225-",,"32225-",,"3469.44","","False","0",,"False"
"","","6933 OAKWOOD ST JACKSONVILLE 32208-",,"32208-",,"3469.56","","False","0",,"False"
"","","6325 W CRANBERRY LN JACKSONVILLE 32244-",,"32244-",,"3479.91","","False","0",,"False"
"","","4107 PINEY BRANCH CT JACKSONVILLE 32257-",,"32257-",,"3481.4","","False","0",,"False"
"","","7352 COLONY COVE LN JACKSONVILLE 32277-",,"32277-",,"3481.99","","False","0",,"False"
"","","2745 W BEAVER ST JACKSONVILLE 32254-",,"32254-",,"3485.59","","False","0",,"False"
"","","7879 LANCIA ST JACKSONVILLE 32244-",,"32244-",,"3486.7","","False","0",,"False"
"","","9466 IRVINE ST JACKSONVILLE 32220-",,"32220-",,"3488.04","","False","0",,"False"
"","","7228 PAUL HOWARD DR JACKSONVILLE 32222-",,"32222-",,"3488.71","","False","0",,"False"
"","","10367 E MCLAURIN RD JACKSONVILLE 32256-",,"32256-",,"3491.44","","False","0",,"False"
"","","12157 VERSAILLES ST JACKSONVILLE 32224-",,"32224-",,"3494.26","","False","0",,"False"
"","","3915 N VICTORIA LANDING DR JACKSONVILLE 32208-",,"32208-",,"3496.03","","False","0",,"False"
"","","2506 E MAYAPPLE RD JACKSONVILLE 32211-",,"32211-",,"3499.86","","False","0",,"False"
"","","2056 REDWING ST JACKSONVILLE 32206-",,"32206-",,"3501.85","","False","0",,"False"
"","","446 W 22ND ST JACKSONVILLE 32206-",,"32206-",,"3505.64","","False","0",,"False"
"","","4207 RIBAULT RIVER LN JACKSONVILLE 32208-",,"32208-",,"3509.75","","False","0",,"False"
"","","11614 CHAPPARELL RD JACKSONVILLE 32218-",,"32218-",,"3511.52","","False","0",,"False"
"","","5283 BRIGHTON PARK LN JACKSONVILLE 32210-",,"32210-",,"3511.55","","False","0",,"False"
"","","2534 SEYMOUR ST JACKSONVILLE 32246-",,"32246-",,"3515.5","","False","0",,"False"
"","","13163 SANDY DR JACKSONVILLE 32225-",,"32225-",,"3516.03","","False","0",,"False"
"","","8925 EASTON RIVER DR JACKSONVILLE 32257-",,"32257-",,"3516.27","","False","0",,"False"
"","","1405 TRACY RD JACKSONVILLE 32211-",,"32211-",,"3522.8","","False","0",,"False"
"","","744 WEST ST JACKSONVILLE 32204-",,"32204-",,"3523.27","","False","0",,"False"
"","","7615 ARGYLE FOREST BLVD JACKSONVILLE 32244-",,"32244-",,"3523.7","","False","0",,"False"
"","","1886 BISCAYNE BAY CIR JACKSONVILLE 32218-",,"32218-",,"3524.46","","False","0",,"False"
"","","619 IVA PL JACKSONVILLE 32208-",,"32208-",,"3525.45","","False","0",,"False"
"","","4006 PEARL ST JACKSONVILLE 32206-",,"32206-",,"3533.33","","False","0",,"False"
"","","5176 JOHNSON CREEK DR JACKSONVILLE 32218-",,"32218-",,"3533.76","","False","0",,"False"
"","","2016 UNIVERSITY BLVD JACKSONVILLE 32211-",,"32211-",,"3535.99","","False","0",,"False"
"","","812 ACOSTA ST JACKSONVILLE 32204-",,"32204-",,"3538.19","","False","0",,"False"
"","","6541 S LOU DR JACKSONVILLE 32216-",,"32216-",,"3538.22","","False","0",,"False"
"","","857 PINE MOSS RD JACKSONVILLE 32218-",,"32218-",,"3539.81","","False","0",,"False"
"","","2551 LEON RD JACKSONVILLE 32246-",,"32246-",,"3540.7","","False","0",,"False"
"","","3308 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"3540.82","","False","0",,"False"
"","","5440 S LORI DR JACKSONVILLE 32207-",,"32207-",,"3542.68","","False","0",,"False"
"","","11011 TRACI LYNN DR JACKSONVILLE 32218-",,"32218-",,"3544.4","","False","0",,"False"
"","","11353 OLD GAINESVILLE RD JACKSONVILLE 32221-",,"32221-",,"3544.95","","False","0",,"False"
"","","8589 HILMA RD JACKSONVILLE 32244-",,"32244-",,"3546.31","","False","0",,"False"
"","","6077 LONGCHAMP DR JACKSONVILLE 32244-",,"32244-",,"3547.68","","False","0",,"False"
"","","2426 W BEAVER ST JACKSONVILLE 32209-",,"32209-",,"3550.11","","False","0",,"False"
"","","1820 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3551.84","","False","0",,"False"
"","","8989 MONETTE RD JACKSONVILLE 32234-",,"32234-",,"3552","","False","0",,"False"
"","","2700 STRATTON RD JACKSONVILLE 32221-",,"32221-",,"3554.53","","False","0",,"False"
"","","10205 NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"3554.87","","False","0",,"False"
"","","925 W BEAVER ST JACKSONVILLE 32204-",,"32204-",,"3558.91","","False","0",,"False"
"","","8322 APRIL ST JACKSONVILLE 32244-",,"32244-",,"3562.17","","False","0",,"False"
"","","9378 HECKSCHER DR JACKSONVILLE 32226-",,"32226-",,"3563.06","","False","0",,"False"
"","","902 S EDGEWOOD AVE JACKSONVILLE 32205-",,"32205-",,"3567.03","","False","0",,"False"
"","","7603 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"3567.14","","False","0",,"False"
"","","6672 BANBURY RD JACKSONVILLE 32211-",,"32211-",,"3569.54","","False","0",,"False"
"","","412 KIRK RD JACKSONVILLE 32218-",,"32218-",,"3572.18","","False","0",,"False"
"","","3147 GREENFIELD BLVD JACKSONVILLE 32216-",,"32216-",,"3572.72","","False","0",,"False"
"","","4508 LAKESIDE DR JACKSONVILLE 32210-",,"32210-",,"3574.74","","False","0",,"False"
"","","2855 E TULIP CIR JACKSONVILLE 32246-",,"32246-",,"3575.49","","False","0",,"False"
"","","2133 CORTEZ RD JACKSONVILLE 32246-",,"32246-",,"3576.19","","False","0",,"False"
"","","4482 WAGENHALS LN JACKSONVILLE 32210-",,"32210-",,"3576.29","","False","0",,"False"
"","","7380 NEW KINGS RD JACKSONVILLE 32219-",,"32219-",,"3576.55","","False","0",,"False"
"","","6937 WAIKIKI RD JACKSONVILLE 32216-",,"32216-",,"3580.91","","False","0",,"False"
"","","12443 SAN JOSE BLVD 203 JACKSONVILLE 32223-",,"32223-",,"3581","","False","0",,"False"
"","","12430 ERIC AVE JACKSONVILLE 32218-",,"32218-",,"3583.83","","False","0",,"False"
"","","4455 LOYS DR JACKSONVILLE 32246-",,"32246-",,"3586.97","","False","0",,"False"
"","","3537 HEDRICK ST JACKSONVILLE 32205-",,"32205-",,"3588.23","","False","0",,"False"
"","","1546 PALMDALE ST JACKSONVILLE 32208-",,"32208-",,"3588.3","","False","0",,"False"
"","","3022 BELFORT RD JACKSONVILLE 32216-",,"32216-",,"3588.54","","False","0",,"False"
"","","2852 ERNEST ST JACKSONVILLE 32205-",,"32205-",,"3588.71","","False","0",,"False"
"","","6025 W GULF RD JACKSONVILLE 32244-",,"32244-",,"3588.78","","False","0",,"False"
"","","7786 LAS PALMAS WAY 107 JACKSONVILLE 32256-",,"32256-",,"3589.06","","False","0",,"False"
"","","5839 CEDAR OAKS DR JACKSONVILLE 32210-",,"32210-",,"3592.58","","False","0",,"False"
"","","4336 BETHWOOD CIR JACKSONVILLE 32205-",,"32205-",,"3594.04","","False","0",,"False"
"","","8671 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"3594.95","","False","0",,"False"
"","","5687 S ENGLISH OAK DR JACKSONVILLE 32244-",,"32244-",,"3596.41","","False","0",,"False"
"","","2978 ARMSTRONG ST JACKSONVILLE 32218-",,"32218-",,"3599.65","","False","0",,"False"
"","","245 W 3RD ST JACKSONVILLE 32206-",,"32206-",,"3605.87","","False","0",,"False"
"","","1390 CARVILL AVE JACKSONVILLE 32208-",,"32208-",,"3611.91","","False","0",,"False"
"","","7126 S HANSON DR JACKSONVILLE 32210-",,"32210-",,"3613.73","","False","0",,"False"
"","","3566 W BATEAU RD JACKSONVILLE 32216-",,"32216-",,"3614.47","","False","0",,"False"
"","","4759 POLARIS ST JACKSONVILLE 32205-",,"32205-",,"3617.6","","False","0",,"False"
"","","511 TALBOT AVE JACKSONVILLE 32205-",,"32205-",,"3617.82","","False","0",,"False"
"","","PASCHAL ST JACKSONVILLE 32220-",,"32220-",,"3622.69","","False","0",,"False"
"","","1844 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"3623.1","","False","0",,"False"
"","","3158 RAYFORD ST JACKSONVILLE 32205-",,"32205-",,"3629.69","","False","0",,"False"
"","","1216 BACALL RD JACKSONVILLE 32218-",,"32218-",,"3636.87","","False","0",,"False"
"","","7801 POINT MEADOWS DR 8403 JACKSONVILLE 32256-",,"32256-",,"3637.04","","False","0",,"False"
"","","7141 YOWDY STAR LN JACKSONVILLE 32244-",,"32244-",,"3638.26","","False","0",,"False"
"","","2617 W GRAMPIAN DR JACKSONVILLE 32216-",,"32216-",,"3640.81","","False","0",,"False"
"","","321 MAPLE AVE JACKSONVILLE 32220-",,"32220-",,"3640.82","","False","0",,"False"
"","","18 W 43RD ST JACKSONVILLE 32208-",,"32208-",,"3642.27","","False","0",,"False"
"","","687 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3643.35","","False","0",,"False"
"","","5949 MACY AVE JACKSONVILLE 32211-",,"32211-",,"3643.4","","False","0",,"False"
"","","2116 KINGS RD JACKSONVILLE 32209-",,"32209-",,"3646.17","","False","0",,"False"
"","","1434 W 9TH ST JACKSONVILLE 32209-",,"32209-",,"3647.31","","False","0",,"False"
"","","2088 RYAR RD JACKSONVILLE 32216-",,"32216-",,"3650.83","","False","0",,"False"
"","","1834 W BARTRAM CIR JACKSONVILLE 32207-",,"32207-",,"3651.05","","False","0",,"False"
"","","2472 ANNISTON RD JACKSONVILLE 32246-",,"32246-",,"3652.44","","False","0",,"False"
"","","2690 E SANDUSKY AVE JACKSONVILLE 32216-",,"32216-",,"3653.54","","False","0",,"False"
"","","5430 WANDERING TRL JACKSONVILLE 32219-",,"32219-",,"3661.18","","False","0",,"False"
"","","10418 NEW BERLIN RD 122 JACKSONVILLE 32226-",,"32226-",,"3666.63","","False","0",,"False"
"","","2314 HIRSCH AVE JACKSONVILLE 32216-",,"32216-",,"3671.22","","False","0",,"False"
"","","7957 BLANDING BLVD JACKSONVILLE 32244-",,"32244-",,"3674.09","","False","0",,"False"
"","","7910 DEKLE AVE JACKSONVILLE 32219-",,"32219-",,"3674.55","","False","0",,"False"
"","","1248 S SQUIRREL LN JACKSONVILLE 32218-",,"32218-",,"3676.3","","False","0",,"False"
"","","7403 BAMBERG RD JACKSONVILLE 32277-",,"32277-",,"3677.67","","False","0",,"False"
"","","4115 KELLY LEE DR JACKSONVILLE 32224-",,"32224-",,"3678.24","","False","0",,"False"
"","","406 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"3679.52","","False","0",,"False"
"","","2547 DELLWOOD AVE JACKSONVILLE 32204-",,"32204-",,"3679.59","","False","0",,"False"
"","","3052 DONNA DR JACKSONVILLE 32208-",,"32208-",,"3680.44","","False","0",,"False"
"","","11591 HICKORY OAK DR JACKSONVILLE 32218-",,"32218-",,"3680.78","","False","0",,"False"
"","","243 S EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"3681.49","","False","0",,"False"
"","","5807 JAGUAR DR JACKSONVILLE 32244-",,"32244-",,"3683.76","","False","0",,"False"
"","","4700 W SAN JOSE MANOR DR JACKSONVILLE 32217-",,"32217-",,"3684.29","","False","0",,"False"
"","","1262 N TURTLE CREEK DR JACKSONVILLE 32218-",,"32218-",,"3687","","False","0",,"False"
"","","2570 BROWARD RD JACKSONVILLE 32218-",,"32218-",,"3687.71","","False","0",,"False"
