address,certificate_number,city,face_amount,owner,parcel,scraped_date,source,stage,still_delinquent,total_due,zip
503 E 63RD ST JACKSONVILLE 32208-,,,3159.83,,033778-0000,2026-01-20T22:22:38.091678,existing_csv,delinquent,False,0,32208-
1650 ACADEMY ST JACKSONVILLE 32209-,,,3161.83,,051351-0000,2026-01-20T22:22:38.091678,existing_csv,delinquent,False,0,32209-
8652 APRIL ST JACKSONVILLE 32244-,,,3163.11,,013583-0420,2026-01-20T22:22:38.091678,existing_csv,delinquent,False,0,32244-
2032 REED AVE JACKSONVILLE 32207-,,,3164.82,,080174-0000,2026-01-20T22:22:38.091678,existing_csv,delinquent,False,0,32207-
7627 ELVIA DR JACKSONVILLE 32211-,,,3165.34,,119041-0000,2026-01-20T22:22:38.091678,existing_csv,delinquent,False,0,32211-
850 TAMMY COVE LN JACKSONVILLE 32218-,,,3167.1,,044281-6870,2026-01-20T22:22:38.091678,existing_csv,delinquent,False,0,32218-
210 CAHOON RD JACKSONVILLE 32220-,,,3168.2,,005601-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32220-
7523 N MAIN ST JACKSONVILLE 32208-,,,3168.6,,033983-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32208-
3585 CAROLINE VALE BLVD JACKSONVILLE 32277-,,,3169.54,,113014-6355,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32277-
6621 SHADY OAK DR JACKSONVILLE 32277-,,,3170.19,,116865-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32277-
4713 HATTERAS RD JACKSONVILLE 32208-,,,3172.44,,039516-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32208-
5118 PARK ST JACKSONVILLE 32205-,,,3172.49,,068003-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32205-
7266 VELVET OAKS CT JACKSONVILLE 32277-,,,3172.61,,111493-1790,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32277-
5620 REDPOLL AVE JACKSONVILLE 32219-,,,3175,,021293-0010,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32219-
1630 LAUDER AVE JACKSONVILLE 32208-,,,3177.91,,032193-0050,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32208-
410 KIRK RD JACKSONVILLE 32218-,,,3181.36,,108319-0010,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32218-
2547 DELLWOOD AVE JACKSONVILLE 32204-,,,3181.41,,065030-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32204-
2005 BLAIR RD JACKSONVILLE 32221-,,,3183.84,,009007-0050,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32221-
4531 LAMBING RD JACKSONVILLE 32210-,,,3185.54,,013179-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32210-
4125 W RUBY DR JACKSONVILLE 32246-,,,3186.78,,124771-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32246-
1695 CANTERBURY ST JACKSONVILLE 32205-,,,3188.05,,092584-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32205-
1449 CARPATHIAN DR JACKSONVILLE 32218-,,,3188.16,,019586-1865,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32218-
2318 N LANTANA AVE JACKSONVILLE 32209-,,,3189.64,,028510-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32209-
707 FERNWORTH DR JACKSONVILLE 32211-,,,3189.74,,128915-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32211-
2430 HUGH EDWARDS DR JACKSONVILLE 32210-,,,3190.25,,018001-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32210-
781 LIBRA ST JACKSONVILLE 32216-,,,3191.44,,145183-5064,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32216-
4022 W GILLISLEE DR JACKSONVILLE 32209-,,,3192.63,,027714-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32209-
115 W 10TH ST JACKSONVILLE 32206-,,,3194.11,,073093-0000,2026-01-20T22:22:38.092678,existing_csv,delinquent,False,0,32206-
9371 HOLLAND ST JACKSONVILLE 32211-,,,3194.6,,120730-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32211-
7550 BOWDEN RD JACKSONVILLE 32216-,,,3197.33,,154492-0010,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32216-
3133 POST ST JACKSONVILLE 32205-,,,3197.41,,064098-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32205-
6182 LAKE LUGANO DR 6182 JACKSONVILLE 32256-,,,3198.11,,148632-0652,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32256-
3639 RENDALE DR JACKSONVILLE 32210-,,,3199.07,,104750-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32210-
2549 DELLWOOD AVE JACKSONVILLE 32204-,,,3202.01,,065030-0100,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32204-
,,,3204.06,,000426-0005,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32234-
3922 ORLANDO TER JACKSONVILLE 32207-,,,3204.19,,069770-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32207-
122 ST JOHNS BLUFF RD JACKSONVILLE 32225-,,,3208.29,,163181-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32225-
FRANCES ST JACKSONVILLE 32225-,,,3209.96,,163194-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32225-
1927 N LIBERTY ST JACKSONVILLE 32206-,,,3210,,072136-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32206-
1736 W FOREST LAKE CIR 3 JACKSONVILLE 32225-,,,3211.02,,161132-7567,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32225-
239 E 18TH ST JACKSONVILLE 32206-,,,3211.53,,044635-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32206-
1236 AMERICAN EAGLE LN JACKSONVILLE 32225-,,,3212.52,,162109-4550,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32225-
3591 S KERNAN BLVD 214 JACKSONVILLE 32224-,,,3213.79,,167067-6460,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32224-
7718 ALPHONS ST JACKSONVILLE 32256-,,,3215.06,,168021-0000,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32256-
791 ASSISI LN 1508 JACKSONVILLE 32233-,,,3215.39,,169385-1220,2026-01-20T22:22:38.096678,existing_csv,delinquent,False,0,32233-
1916 N UNIVERSITY BLVD JACKSONVILLE 32211-,,,3217.57,,128670-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32211-
939 FIELDS RD 1 JACKSONVILLE 32218-,,,3219.16,,106808-0020,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32218-
2132 W 40TH ST JACKSONVILLE 32209-,,,3219.47,,086437-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32209-
2205 S BARRY DR JACKSONVILLE 32208-,,,3219.83,,026147-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
5530 TIMUQUANA RD JACKSONVILLE 32210-,,,3220.96,,103165-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32210-
6853 SEABOARD AVE JACKSONVILLE 32244-,,,3221.09,,098374-1000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32244-
3255 CLYDE DR JACKSONVILLE 32208-,,,3226.64,,023298-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
12672 MEADOWSWEET LN JACKSONVILLE 32225-,,,3227.75,,162224-5100,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32225-
5865 110TH ST JACKSONVILLE 32244-,,,3229.34,,098000-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32244-
11731 SAINTS RD 2 JACKSONVILLE 32246-,,,3229.48,,165287-9920,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32246-
6916 KEITHAN RD JACKSONVILLE 32220-,,,3229.64,,004425-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,True,3168.53,32220-
1584 PALM AVE 1584 JACKSONVILLE 32207-,,,3234.75,,080620-1174,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32207-
780 GARDENIA LN JACKSONVILLE 32208-,,,3235.03,,022821-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
3611 MONCRIEF RD JACKSONVILLE 32209-,,,3237.52,,088762-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32209-
9358 SIBBALD RD JACKSONVILLE 32208-,,,3238.19,,041916-0540,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
5310 PLYMOUTH ST JACKSONVILLE 32205-,,,3240,,067543-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32205-
2344 FOREST HILLS RD JACKSONVILLE 32208-,,,3240.12,,024944-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
11660 MARINA DR JACKSONVILLE 32246-,,,3240.4,,165583-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32246-
8210 GREEN PARROT RD 101 JACKSONVILLE 32256-,,,3244.89,,147984-2020,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32256-
1718 FOREST BLVD JACKSONVILLE 32246-,,,3245.3,,123158-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32246-
2078 CASSAT AVE JACKSONVILLE 32210-,,,3246.8,,095035-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32210-
906 CARROLLTON RD JACKSONVILLE 32208-,,,3252.16,,022812-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
5746 TEMPEST ST JACKSONVILLE 32244-,,,3255.68,,097178-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32244-
3740 CULP DR JACKSONVILLE 32277-,,,3259.01,,111695-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32277-
2141 E MAPLE LEAF DR JACKSONVILLE 32211-,,,3260.31,,116421-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32211-
115 W 8TH ST JACKSONVILLE 32206-,,,3260.39,,071794-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32206-
2253 N US 301 HWY JACKSONVILLE 32234-,,,3260.48,,000006-0100,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32234-
6805 ELWOOD AVE JACKSONVILLE 32208-,,,3262.28,,035525-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32208-
7521 PINNACLE DR JACKSONVILLE 32221-,,,3264.01,,007643-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32221-
1148 CASSAT AVE 1 JACKSONVILLE 32205-,,,3265.86,,066624-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32205-
6796 KINLOCK DR JACKSONVILLE 32219-,,,3267.89,,041854-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32219-
2145 N UNIVERSITY BLVD JACKSONVILLE 32211-,,,3270.97,,117296-0000,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32211-
7801 POINT MEADOWS DR 5407 JACKSONVILLE 32256-,,,3272.31,,167745-2572,2026-01-20T22:22:38.097676,existing_csv,delinquent,False,0,32256-
1044 HIBISCUS ST ATLANTIC BEACH 32233-,,,3274.25,,171002-0065,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32233-
839 A PHILIP RANDOLPH BLVD JACKSONVILLE 32206-,,,3274.34,,122401-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32206-
5865 110TH ST JACKSONVILLE 32244-,,,3275.04,,098000-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32244-
LENOX AVE JACKSONVILLE 32205-,,,3277,,067125-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32205-
5029 CAPE ROMAIN CT JACKSONVILLE 32277-,,,3277.27,,112332-3335,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32277-
5518 KILCULLEN LN JACKSONVILLE 32244-,,,3283.64,,099135-0030,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32244-
6528 SUNSET DR JACKSONVILLE 32208-,,,3283.94,,034359-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32208-
12544 SAPP RD JACKSONVILLE 32226-,,,3289.33,,106916-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32226-
2261 SPRING PARK RD JACKSONVILLE 32207-,,,3289.42,,125245-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32207-
11623 DUNN CREEK RD JACKSONVILLE 32218-,,,3292.58,,110640-0030,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32218-
6342 ORTEGA FARMS BLVD JACKSONVILLE 32244-,,,3297.83,,103347-0010,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32244-
4553 POST ST JACKSONVILLE 32205-,,,3298.69,,062393-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32205-
2524 QUAIL AVE JACKSONVILLE 32218-,,,3299.07,,043552-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32218-
1902 ROGERO RD JACKSONVILLE 32211-,,,3299.37,,142053-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32211-
961 ARDMORE ST JACKSONVILLE 32208-,,,3299.45,,032421-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32208-
4333 ROTH DR JACKSONVILLE 32209-,,,3303.68,,041669-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32209-
3817 E COPPER CIR JACKSONVILLE 32207-,,,3309.6,,126353-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32207-
4296 S KATANGA DR JACKSONVILLE 32209-,,,3309.98,,041374-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32209-
11748 COLLINS CREEK DR JACKSONVILLE 32258-,,,3312.1,,157191-1530,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32258-
3805 ANVERS BLVD JACKSONVILLE 32210-,,,3313.21,,016612-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32210-
137 ORANGEDALE AVE JACKSONVILLE 32218-,,,3314.82,,108022-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32218-
10050 NOROAD JACKSONVILLE 32210-,,,3316.17,,012960-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32210-
4154 TROUT RIVER BLVD JACKSONVILLE 32208-,,,3316.37,,029290-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32208-
324 WOODBINE ST JACKSONVILLE 32206-,,,3317.85,,086505-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32206-
1142 N LIBERTY ST JACKSONVILLE 32206-,,,3319.03,,072763-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32206-
6835 KEITHAN RD JACKSONVILLE 32220-,,,3319.33,,004433-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32220-
5839 CEDAR OAKS DR JACKSONVILLE 32210-,,,3323.66,,104681-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32210-
3210 RIBAULT SCENIC DR JACKSONVILLE 32208-,,,3325.3,,025465-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32208-
4925 AVENT DR JACKSONVILLE 32244-,,,3327.8,,098545-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32244-
2519 SOUTEL DR JACKSONVILLE 32208-,,,3328.44,,035778-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32208-
N CHAFFEE RD JACKSONVILLE 32220-,,,3328.9,,001474-0110,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32220-
6525 SHINDLER DR JACKSONVILLE 32222-,,,3329.17,,015714-0025,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32222-
1456 DAKAR ST JACKSONVILLE 32205-,,,3335.5,,066014-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32205-
45 5TH ST JACKSONVILLE 32206-,,,3337.23,,071227-0010,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32206-
2524 COMMUNITY RD JACKSONVILLE 32207-,,,3340.35,,147939-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32207-
4639 ANVERS BLVD JACKSONVILLE 32210-,,,3340.96,,017187-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32210-
8202 OLD ENGLISH DR JACKSONVILLE 32244-,,,3345.11,,015192-0216,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32244-
3808 SAN REMO DR JACKSONVILLE 32217-,,,3347.01,,151719-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32217-
10140 LONE STAR RD JACKSONVILLE 32225-,,,3348.35,,162885-0120,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32225-
1116 DIVISION ST JACKSONVILLE 32254-,,,3349.16,,050412-0000,2026-01-20T22:22:38.098675,existing_csv,delinquent,False,0,32254-
8614 POSEY RD JACKSONVILLE 32220-,,,3351.41,,006972-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32220-
7155 MATTHEW ST JACKSONVILLE 32210-,,,3352.6,,012286-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
2526 N LIBERTY ST JACKSONVILLE 32206-,,,3352.77,,044850-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32206-
2550 NEW BERLIN RD JACKSONVILLE 32226-,,,3354.24,,106508-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32226-
139 NAUGATUCK DR JACKSONVILLE 32225-,,,3354.45,,167316-1385,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32225-
2829 OAKCOVE LN JACKSONVILLE 32277-,,,3355.22,,116797-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32277-
4560 OAKBROOKE CT JACKSONVILLE 32277-,,,3355.33,,108927-1706,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32277-
5030 JIES CT JACKSONVILLE 32209-,,,3355.35,,041628-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32209-
6645 ALINE RD JACKSONVILLE 32244-,,,3355.87,,098262-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32244-
8550 ARGYLE BUSINESS LOOP 1507 JACKSONVILLE 32244-,,,3357.74,,100705-3240,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32244-
9239 CASTLE BLVD JACKSONVILLE 32208-,,,3358.55,,038496-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32208-
PARETE RD JACKSONVILLE 32218-,,,3360.19,,019595-0170,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32218-
1734 E 8TH ST JACKSONVILLE 32206-,,,3362.87,,115858-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32206-
5345 BRIGHTON PARK LN JACKSONVILLE 32210-,,,3363.41,,012992-0055,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
1740 DAVIDSON ST JACKSONVILLE 32207-,,,3366.38,,069971-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32207-
1349 W 14TH ST JACKSONVILLE 32209-,,,3367.64,,046412-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32209-
536 SAPELO RD JACKSONVILLE 32216-,,,3368.12,,138939-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32216-
7531 PROXIMA RD JACKSONVILLE 32210-,,,3368.14,,096304-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
2422 W UNIVERSITY BLVD JACKSONVILLE 32217-,,,3372.09,,146760-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32217-
670 N EDGEWOOD AVE JACKSONVILLE 32254-,,,3372.51,,059141-0060,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32254-
2679 W BEAVER ST JACKSONVILLE 32254-,,,3372.89,,057720-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32254-
2147 BURGOYNE DR JACKSONVILLE 32208-,,,3375.36,,025985-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32208-
538 SPRING FOREST AVE JACKSONVILLE 32216-,,,3378.63,,138842-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32216-
659 S US 301 HWY BALDWIN 32234-,,,3382.19,,000531-0190,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32234-
7302 IRVING SCOTT DR JACKSONVILLE 32209-,,,3382.35,,041001-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32209-
10185 NOROAD JACKSONVILLE 32210-,,,3382.66,,012962-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
4434 TIMBER BLUFF CT JACKSONVILLE 32224-,,,3383.09,,167457-2030,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32224-
1826 BANBURY RD JACKSONVILLE 32211-,,,3383.21,,117875-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32211-
5900 LA MOYA AVE JACKSONVILLE 32210-,,,3383.8,,097567-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
7006 S TAMPICO RD JACKSONVILLE 32244-,,,3387.6,,096751-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32244-
1515 N OLD MIDDLEBURG RD JACKSONVILLE 32210-,,,3388.91,,011649-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
5868 LENOX AVE JACKSONVILLE 32205-,,,3389.61,,011733-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32205-
1815 NIBLICK DR JACKSONVILLE 32210-,,,3391.53,,068725-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32210-
1642 LAUDER AVE JACKSONVILLE 32208-,,,3392.55,,032196-0000,2026-01-20T22:22:38.099674,existing_csv,delinquent,False,0,32208-
5904 ORTEGA FARMS BLVD JACKSONVILLE 32244-,,,3397.07,,103234-0060,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32244-
3510 BOUGAINVILLEA ST JACKSONVILLE 32254-,,,3397.14,,049080-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32254-
2264 W 28TH ST JACKSONVILLE 32209-,,,3400.18,,047393-0010,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32209-
3132 ANNISTON RD JACKSONVILLE 32246-,,,3401.21,,164350-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32246-
2604 BLUEBERRY LN JACKSONVILLE 32211-,,,3403.7,,116637-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32211-
7274 TOWNSEND VILLAGE LN JACKSONVILLE 32277-,,,3403.91,,111368-1130,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32277-
1932 E ADAMS ST JACKSONVILLE 32202-,,,3404.03,,130603-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32202-
6146 SUWANEE RD JACKSONVILLE 32217-,,,3404.38,,146757-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32217-
10729 LEM TURNER RD JACKSONVILLE 32218-,,,3404.5,,020429-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32218-
5515 SHARON TER JACKSONVILLE 32207-,,,3417.87,,135665-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32207-
406 E 3RD ST JACKSONVILLE 32206-,,,3418.44,,072638-0000,2026-01-20T22:22:38.100674,existing_csv,delinquent,False,0,32206-
1299 W 45TH ST JACKSONVILLE 32208-,,,3419.16,,022738-0070,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32208-
7631 N CREST DR JACKSONVILLE 32221-,,,3421.99,,007349-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32221-
8080 S TRIUMPH LN JACKSONVILLE 32244-,,,3425.98,,015192-0604,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32244-
702 MOORE AVE JACKSONVILLE 32208-,,,3427.27,,022397-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32208-
5865 110TH ST JACKSONVILLE 32244-,,,3430.75,,098000-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32244-
9626 W SPOTTSWOOD RD JACKSONVILLE 32208-,,,3431.02,,039408-0124,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32208-
2619 RENTZ RD JACKSONVILLE 32211-,,,3431.15,,118908-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32211-
3718 N LYDIA ESTATES DR JACKSONVILLE 32218-,,,3431.23,,020170-1985,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32218-
E NEW BERLIN RD JACKSONVILLE 32226-,,,3431.8,,108755-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32226-
1168 DANCY ST JACKSONVILLE 32205-,,,3436.5,,092383-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32205-
1943 BANBURY RD JACKSONVILLE 32211-,,,3438.01,,117887-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32211-
8457 RUCKMAN AVE JACKSONVILLE 32221-,,,3443.32,,008806-0318,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32221-
1471 MURRAY DR JACKSONVILLE 32205-,,,3447.5,,066085-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32205-
1850 MAYPORT RD ATLANTIC BEACH 32233-,,,3450.54,,172075-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32233-
2325 LIGUSTRUM RD JACKSONVILLE 32211-,,,3450.55,,118134-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32211-
6024 S TERRY PARKER DR JACKSONVILLE 32211-,,,3452.54,,117697-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32211-
2053 BULLS BAY HWY JACKSONVILLE 32220-,,,3457.23,,004860-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32220-
4719 COLLEGE ST JACKSONVILLE 32205-,,,3457.23,,062877-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32205-
2211 RIBAULT SCENIC DR JACKSONVILLE 32208-,,,3457.48,,025080-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32208-
406 E 3RD ST JACKSONVILLE 32206-,,,3457.89,,072638-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32206-
1835 SILVER ST JACKSONVILLE 32206-,,,3461.59,,071779-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32206-
3464 NATALIE MEL LN JACKSONVILLE 32218-,,,3461.6,,020343-1375,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32218-
9420 WAGNER RD JACKSONVILLE 32219-,,,3462.78,,039978-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32219-
1906 KINGS RD JACKSONVILLE 32209-,,,3464.26,,051272-0000,2026-01-20T22:22:38.101674,existing_csv,delinquent,False,0,32209-
